transaction_id,timestamp,amount,currency,originator_account,beneficiary_account,originator_bank,beneficiary_bank,transaction_type,originator_country,beneficiary_country,is_laundering,typology,risk_score,alert_flag,dataset_source,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering,hour,day_of_week,is_weekend,is_business_hours,log_amount,amount_rounded,is_round_amount,high_amount,unusual_hour,cross_border,orig_tx_count,orig_total_amount,orig_avg_amount,orig_ml_rate
SAML_000170,2024-01-04 13:00:00,503.19165,EUR,SAML_ACC_0308,SAML_ACC_0200,BANK_B,BANK_A,DEPOSIT,UK,UK,False,WIRE_FRAUD,0.7736635804176331,False,saml_d,,,,,,,,,,,13,3,False,True,6.2229567,500.0,False,False,False,False,18,338514.53,18806.363,0.1667
SAML_000175,2024-01-04 15:30:00,15589.712,EUR,SAML_ACC_0168,SAML_ACC_0473,BANK_C,BANK_B,PAYMENT,NL,CA,True,CASH_INTENSIVE,0.7025805711746216,True,saml_d,,,,,,,,,,,15,3,False,True,9.65443,15600.0,False,False,False,True,10,146815.03,14681.502,0.2
SAML_000179,2024-01-04 17:30:00,687170.94,USD,SAML_ACC_0251,SAML_ACC_0047,BANK_B,BANK_C,WITHDRAWAL,FR,CA,True,CRYPTOCURRENCY,0.9452091455459595,True,saml_d,,,,,,,,,,,17,3,False,True,13.44034,687200.0,False,True,False,True,16,762892.8,47680.8,0.1875
SAML_000188,2024-01-04 22:00:00,548.07526,USD,SAML_ACC_0215,SAML_ACC_0422,BANK_C,BANK_C,WITHDRAWAL,CA,US,True,CRYPTOCURRENCY,0.9405286908149719,True,saml_d,,,,,,,,,,,22,3,False,False,6.3082356,500.0,False,False,True,True,14,169573.1,12112.364,0.2143
SAML_000203,2024-01-05 05:30:00,24528.822,EUR,SAML_ACC_0064,SAML_ACC_0320,BANK_C,BANK_A,WITHDRAWAL,FR,US,True,TRADE_BASED,0.8318763971328735,True,saml_d,,,,,,,,,,,5,4,False,False,10.107645,24500.0,False,False,True,True,10,73954.445,7395.444,0.1
SAML_000214,2024-01-05 11:00:00,1586.779,USD,SAML_ACC_0152,SAML_ACC_0462,BANK_B,BANK_A,WITHDRAWAL,UK,UK,True,TRADE_BASED,0.8062053322792053,True,saml_d,,,,,,,,,,,11,4,False,True,7.3700914,1600.0,False,False,False,False,13,266084.84,20468.064,0.2308
SAML_000218,2024-01-05 13:00:00,1129.2092,EUR,SAML_ACC_0089,SAML_ACC_0479,BANK_B,BANK_C,DEPOSIT,CA,US,True,SHELL_COMPANY,0.7393057942390442,True,saml_d,,,,,,,,,,,13,4,False,True,7.030158,1100.0,False,False,False,True,13,172559.89,13273.838,0.1538
SAML_000240,2024-01-06 00:00:00,610.9154,CAD,SAML_ACC_0226,SAML_ACC_0216,BANK_A,BANK_A,PAYMENT,US,US,True,TRADE_BASED,0.8425090909004211,True,saml_d,,,,,,,,,,,0,5,True,False,6.416594,600.0,False,False,True,False,11,1636418.6,148765.33,0.0909
SAML_000264,2024-01-06 12:00:00,1798.7795,USD,SAML_ACC_0116,SAML_ACC_0387,BANK_A,BANK_B,PAYMENT,FR,NL,True,TRADE_BASED,0.868358314037323,True,saml_d,,,,,,,,,,,12,5,True,True,7.4954195,1800.0,False,False,False,True,8,69631.3,8703.912,0.125
SAML_000284,2024-01-06 22:00:00,212366.06,USD,SAML_ACC_0220,SAML_ACC_0153,BANK_A,BANK_C,TRANSFER,FR,US,True,WIRE_FRAUD,0.902653157711029,True,saml_d,,,,,,,,,,,22,5,True,False,12.266071,212400.0,False,True,True,True,14,429628.1,30687.72,0.2143
SAML_000285,2024-01-06 22:30:00,60.088856,USD,SAML_ACC_0015,SAML_ACC_0426,BANK_C,BANK_C,PAYMENT,FR,US,True,SHELL_COMPANY,0.7943941354751587,True,saml_d,,,,,,,,,,,22,5,True,False,4.1123295,100.0,False,False,True,True,21,392911.0,18710.047,0.0476
SAML_000312,2024-01-07 12:00:00,15534.719,EUR,SAML_ACC_0030,SAML_ACC_0133,BANK_C,BANK_C,PAYMENT,NL,DE,True,TRADE_BASED,0.8200141191482544,True,saml_d,,,,,,,,,,,12,6,True,True,9.650897,15500.0,False,False,False,True,13,159554.34,12273.411,0.1538
SAML_000318,2024-01-07 15:00:00,5700.6343,USD,SAML_ACC_0278,SAML_ACC_0017,BANK_B,BANK_C,DEPOSIT,UK,UK,True,PHANTOM_TRANSACTIONS,0.9329321980476379,True,saml_d,,,,,,,,,,,15,6,True,True,8.648508,5700.0,False,False,False,False,11,60003.62,5454.875,0.1818
SAML_000329,2024-01-07 20:30:00,10474.416,EUR,SAML_ACC_0438,SAML_ACC_0391,BANK_A,BANK_B,TRANSFER,FR,US,True,STRUCTURING,0.7835507392883301,True,saml_d,,,,,,,,,,,20,6,True,False,9.256786,10500.0,False,False,False,True,11,62356.13,5668.739,0.0909
SAML_000363,2024-01-08 13:30:00,6656.995,USD,SAML_ACC_0016,SAML_ACC_0024,BANK_C,BANK_A,PAYMENT,CA,US,True,STRUCTURING,0.8303065896034241,True,saml_d,,,,,,,,,,,13,0,False,True,8.803574,6700.0,False,False,False,True,11,103964.9,9451.3545,0.1818
SAML_000376,2024-01-08 20:00:00,17062.55,EUR,SAML_ACC_0432,SAML_ACC_0401,BANK_C,BANK_B,WITHDRAWAL,CA,DE,True,WIRE_FRAUD,0.9565490484237671,True,saml_d,,,,,,,,,,,20,0,False,False,9.7446995,17100.0,False,False,False,True,14,314154.9,22439.637,0.0714
SAML_000398,2024-01-09 07:00:00,2370.652,USD,SAML_ACC_0026,SAML_ACC_0078,BANK_B,BANK_B,WITHDRAWAL,UK,CA,True,PHANTOM_TRANSACTIONS,0.9892489910125732,True,saml_d,,,,,,,,,,,7,1,False,False,7.7713423,2400.0,False,False,False,True,11,183764.47,16705.861,0.0909
SAML_000406,2024-01-09 11:00:00,352.39728,USD,SAML_ACC_0129,SAML_ACC_0131,BANK_C,BANK_B,DEPOSIT,CA,FR,True,LAYERING,0.8504893779754639,True,saml_d,,,,,,,,,,,11,1,False,True,5.867593,400.0,False,False,False,True,15,317845.8,21189.72,0.0667
SAML_000419,2024-01-09 17:30:00,3411.9421,USD,SAML_ACC_0183,SAML_ACC_0299,BANK_C,BANK_A,DEPOSIT,DE,US,True,PLACEMENT,0.8887362480163574,True,saml_d,,,,,,,,,,,17,1,False,True,8.13533,3400.0,False,False,False,True,9,78467.016,8718.558,0.3333
SAML_000453,2024-01-10 10:30:00,8168.9287,USD,SAML_ACC_0439,SAML_ACC_0421,BANK_B,BANK_C,DEPOSIT,DE,DE,False,WIRE_FRAUD,0.727599024772644,False,saml_d,,,,,,,,,,,10,2,False,True,9.008216,8200.0,False,False,False,False,5,75305.42,15061.083,0.2
SAML_000467,2024-01-10 17:30:00,13561.843,USD,SAML_ACC_0414,SAML_ACC_0350,BANK_B,BANK_C,WITHDRAWAL,US,CA,False,IDENTITY_THEFT,0.7451978325843811,False,saml_d,,,,,,,,,,,17,2,False,True,9.515089,13600.0,False,False,False,True,10,91642.64,9164.264,0.1
SAML_000475,2024-01-10 21:30:00,1811.5315,USD,SAML_ACC_0374,SAML_ACC_0483,BANK_C,BANK_A,PAYMENT,US,NL,True,TRADE_BASED,0.8862242102622986,True,saml_d,,,,,,,,,,,21,2,False,False,7.5024796,1800.0,False,False,False,True,13,69044.234,5311.0947,0.0769
SAML_000493,2024-01-11 06:30:00,532.41943,USD,SAML_ACC_0292,SAML_ACC_0361,BANK_C,BANK_C,TRANSFER,FR,DE,True,TRADE_BASED,0.8675045371055603,True,saml_d,,,,,,,,,,,6,3,False,False,6.279308,500.0,False,False,False,True,11,422485.7,38407.79,0.3636
SAML_000497,2024-01-11 08:30:00,2037.1818,CAD,SAML_ACC_0157,SAML_ACC_0441,BANK_C,BANK_B,TRANSFER,UK,DE,False,SHELL_COMPANY,0.8121706247329712,False,saml_d,,,,,,,,,,,8,3,False,False,7.6198134,2000.0,False,False,False,True,7,107890.34,15412.905,0.0
SAML_000503,2024-01-11 11:30:00,9190.618,CAD,SAML_ACC_0369,SAML_ACC_0388,BANK_B,BANK_B,TRANSFER,FR,FR,True,CASH_INTENSIVE,0.8749534487724304,True,saml_d,,,,,,,,,,,11,3,False,True,9.126047,9200.0,False,False,False,False,11,185510.08,16864.553,0.1818
SAML_000544,2024-01-12 08:00:00,21.257526,EUR,SAML_ACC_0416,SAML_ACC_0474,BANK_A,BANK_C,WITHDRAWAL,DE,FR,True,SHELL_COMPANY,0.8583893775939941,True,saml_d,,,,,,,,,,,8,4,False,False,3.1026802,0.0,False,False,False,True,10,27916.41,2791.641,0.2
SAML_000548,2024-01-12 10:00:00,6262.231,CAD,SAML_ACC_0423,SAML_ACC_0473,BANK_C,BANK_C,PAYMENT,DE,CA,True,SHELL_COMPANY,0.7624490261077881,True,saml_d,,,,,,,,,,,10,4,False,True,8.742452,6300.0,False,False,False,True,12,346907.25,28908.938,0.1667
SAML_000561,2024-01-12 16:30:00,189245.73,USD,SAML_ACC_0420,SAML_ACC_0286,BANK_B,BANK_A,DEPOSIT,NL,FR,True,IDENTITY_THEFT,0.935900092124939,True,saml_d,,,,,,,,,,,16,4,False,True,12.150807,189200.0,False,True,False,True,9,656142.0,72904.664,0.1111
SAML_000563,2024-01-12 17:30:00,1553.0142,USD,SAML_ACC_0095,SAML_ACC_0478,BANK_B,BANK_A,DEPOSIT,FR,US,True,WIRE_FRAUD,0.9186968207359314,True,saml_d,,,,,,,,,,,17,4,False,True,7.3485966,1600.0,False,False,False,True,12,81312.89,6776.074,0.3333
SAML_000573,2024-01-12 22:30:00,1923.3024,USD,SAML_ACC_0164,SAML_ACC_0049,BANK_B,BANK_B,PAYMENT,US,NL,True,PHANTOM_TRANSACTIONS,0.8503009676933289,True,saml_d,,,,,,,,,,,22,4,False,False,7.562319,1900.0,False,False,True,True,8,28022.422,3502.8027,0.125
SAML_000629,2024-01-14 02:30:00,26592.46,USD,SAML_ACC_0155,SAML_ACC_0331,BANK_A,BANK_B,PAYMENT,UK,CA,True,SMURFING,0.9105486869812012,True,saml_d,,,,,,,,,,,2,6,True,False,10.18842,26600.0,False,False,True,True,10,206749.11,20674.91,0.1
SAML_000649,2024-01-14 12:30:00,11997.01,USD,SAML_ACC_0209,SAML_ACC_0405,BANK_B,BANK_A,PAYMENT,NL,CA,True,SMURFING,0.8545296788215637,True,saml_d,,,,,,,,,,,12,6,True,True,9.392496,12000.0,False,False,False,True,12,650925.2,54243.76,0.0833
SAML_000693,2024-01-15 10:30:00,10217.643,USD,SAML_ACC_0272,SAML_ACC_0376,BANK_B,BANK_B,PAYMENT,DE,DE,True,TRADE_BASED,0.7432155013084412,True,saml_d,,,,,,,,,,,10,0,False,True,9.231969,10200.0,False,False,False,False,8,67872.03,8484.004,0.25
SAML_000702,2024-01-15 15:00:00,728.7368,USD,SAML_ACC_0029,SAML_ACC_0322,BANK_B,BANK_C,DEPOSIT,DE,CA,True,SMURFING,0.8169790506362915,True,saml_d,,,,,,,,,,,15,0,False,True,6.592684,700.0,False,False,False,True,7,22593.596,3227.6565,0.2857
SAML_000707,2024-01-15 17:30:00,99666.84,USD,SAML_ACC_0491,SAML_ACC_0488,BANK_B,BANK_B,DEPOSIT,UK,US,True,CRYPTOCURRENCY,0.7181792259216309,True,saml_d,,,,,,,,,,,17,0,False,True,11.509599,99700.0,False,True,False,True,10,121181.21,12118.121,0.3
SAML_000729,2024-01-16 04:30:00,628.53424,EUR,SAML_ACC_0290,SAML_ACC_0397,BANK_A,BANK_A,DEPOSIT,DE,DE,False,TRADE_BASED,0.7187466025352478,False,saml_d,,,,,,,,,,,4,1,False,False,6.44498,600.0,False,False,True,False,16,438144.22,27384.014,0.0
SAML_000749,2024-01-16 14:30:00,178.8733,USD,SAML_ACC_0204,SAML_ACC_0001,BANK_C,BANK_A,TRANSFER,NL,NL,True,SHELL_COMPANY,0.8204973936080933,True,saml_d,,,,,,,,,,,14,1,False,True,5.1922526,200.0,False,False,False,False,9,94342.0,10482.444,0.2222
SAML_000816,2024-01-18 00:00:00,5085.2554,CAD,SAML_ACC_0455,SAML_ACC_0019,BANK_A,BANK_A,PAYMENT,UK,FR,False,CRYPTOCURRENCY,0.7889899611473083,False,saml_d,,,,,,,,,,,0,3,False,False,8.534297,5100.0,False,False,True,True,8,122114.52,15264.315,0.0
SAML_000911,2024-01-19 23:30:00,4620.6963,GBP,SAML_ACC_0216,SAML_ACC_0255,BANK_A,BANK_A,TRANSFER,NL,CA,True,PLACEMENT,0.7879030108451843,True,saml_d,,,,,,,,,,,23,4,False,False,8.438517,4600.0,False,False,True,True,14,159898.2,11421.3,0.1429
SAML_000932,2024-01-20 10:00:00,164.67473,USD,SAML_ACC_0264,SAML_ACC_0443,BANK_C,BANK_B,WITHDRAWAL,US,DE,True,PLACEMENT,0.9045192003250122,True,saml_d,,,,,,,,,,,10,5,True,True,5.1100264,200.0,False,False,False,True,7,77835.164,11119.31,0.1429
SAML_000949,2024-01-20 18:30:00,4849.733,USD,SAML_ACC_0087,SAML_ACC_0011,BANK_A,BANK_B,TRANSFER,US,FR,True,INTEGRATION,0.8963248133659363,True,saml_d,,,,,,,,,,,18,5,True,False,8.486885,4800.0,False,False,False,True,13,26896.115,2068.932,0.0769
SAML_000963,2024-01-21 01:30:00,12308.034,EUR,SAML_ACC_0058,SAML_ACC_0199,BANK_B,BANK_A,TRANSFER,CA,CA,True,PHANTOM_TRANSACTIONS,0.8079660534858704,True,saml_d,,,,,,,,,,,1,6,True,False,9.418089,12300.0,False,False,True,False,11,176263.53,16023.957,0.2727
SAML_000972,2024-01-21 06:00:00,16015.097,EUR,SAML_ACC_0154,SAML_ACC_0052,BANK_C,BANK_B,WITHDRAWAL,US,US,True,CRYPTOCURRENCY,0.8023233413696289,True,saml_d,,,,,,,,,,,6,6,True,False,9.68135,16000.0,False,False,False,False,10,61864.332,6186.4336,0.2
SAML_000976,2024-01-21 08:00:00,1206.3895,USD,SAML_ACC_0321,SAML_ACC_0189,BANK_A,BANK_C,TRANSFER,CA,DE,True,SHELL_COMPANY,0.7493331432342529,True,saml_d,,,,,,,,,,,8,6,True,False,7.0962157,1200.0,False,False,False,True,15,122860.87,8190.7246,0.0667
SAML_000980,2024-01-21 10:00:00,14351.364,USD,SAML_ACC_0153,SAML_ACC_0062,BANK_B,BANK_A,DEPOSIT,CA,NL,False,CASH_INTENSIVE,0.7140610814094543,False,saml_d,,,,,,,,,,,10,6,True,True,9.57167,14400.0,False,False,False,True,9,34740.184,3860.0205,0.1111
SAML_001064,2024-01-23 04:00:00,1443.9218,USD,SAML_ACC_0172,SAML_ACC_0336,BANK_A,BANK_C,TRANSFER,DE,US,True,PHANTOM_TRANSACTIONS,0.90595543384552,True,saml_d,,,,,,,,,,,4,1,False,False,7.2758102,1400.0,False,False,True,True,13,154600.73,11892.364,0.1538
SAML_001077,2024-01-23 10:30:00,1266.1925,GBP,SAML_ACC_0106,SAML_ACC_0027,BANK_C,BANK_B,WITHDRAWAL,US,UK,True,PLACEMENT,0.9018722772598267,True,saml_d,,,,,,,,,,,10,1,False,True,7.144559,1300.0,False,False,False,True,9,84457.33,9384.147,0.1111
SAML_001085,2024-01-23 14:30:00,7045.0693,EUR,SAML_ACC_0153,SAML_ACC_0393,BANK_A,BANK_B,DEPOSIT,US,US,True,INTEGRATION,0.8539921641349792,True,saml_d,,,,,,,,,,,14,1,False,True,8.860225,7000.0,False,False,False,False,9,34740.184,3860.0205,0.1111
SAML_001096,2024-01-23 20:00:00,3488.651,USD,SAML_ACC_0476,SAML_ACC_0030,BANK_B,BANK_C,TRANSFER,CA,NL,True,IDENTITY_THEFT,0.91156005859375,True,saml_d,,,,,,,,,,,20,1,False,False,8.157557,3500.0,False,False,False,True,11,253326.92,23029.72,0.0909
SAML_001112,2024-01-24 04:00:00,16985.842,EUR,SAML_ACC_0076,SAML_ACC_0419,BANK_A,BANK_B,WITHDRAWAL,CA,CA,True,IDENTITY_THEFT,0.8727341294288635,True,saml_d,,,,,,,,,,,4,2,False,False,9.740194,17000.0,False,False,True,False,7,35362.582,5051.7974,0.2857
SAML_001121,2024-01-24 08:30:00,32018.227,USD,SAML_ACC_0477,SAML_ACC_0301,BANK_C,BANK_B,WITHDRAWAL,FR,NL,True,WIRE_FRAUD,0.7101024389266968,True,saml_d,,,,,,,,,,,8,2,False,False,10.374092,32000.0,False,False,False,True,9,460612.9,51179.21,0.2222
SAML_001123,2024-01-24 09:30:00,303.078,USD,SAML_ACC_0075,SAML_ACC_0002,BANK_C,BANK_C,TRANSFER,NL,DE,True,SHELL_COMPANY,0.8694384098052979,True,saml_d,,,,,,,,,,,9,2,False,True,5.717284,300.0,False,False,False,True,8,222390.33,27798.791,0.25
SAML_001129,2024-01-24 12:30:00,5753.277,USD,SAML_ACC_0274,SAML_ACC_0341,BANK_B,BANK_A,TRANSFER,CA,UK,True,CASH_INTENSIVE,0.8909932374954224,True,saml_d,,,,,,,,,,,12,2,False,True,8.657699,5800.0,False,False,False,True,14,168563.9,12040.279,0.1429
SAML_001137,2024-01-24 16:30:00,255.8994,USD,SAML_ACC_0215,SAML_ACC_0023,BANK_B,BANK_B,WITHDRAWAL,CA,FR,True,SMURFING,0.7329928874969482,True,saml_d,,,,,,,,,,,16,2,False,True,5.5486846,300.0,False,False,False,True,14,169573.1,12112.364,0.2143
SAML_001141,2024-01-24 18:30:00,46695.992,USD,SAML_ACC_0358,SAML_ACC_0297,BANK_C,BANK_A,WITHDRAWAL,DE,UK,True,INTEGRATION,0.9674422144889832,True,saml_d,,,,,,,,,,,18,2,False,False,10.751435,46700.0,False,False,False,True,7,50619.87,7231.41,0.1429
SAML_001143,2024-01-24 19:30:00,3832.0413,USD,SAML_ACC_0181,SAML_ACC_0313,BANK_C,BANK_A,PAYMENT,DE,US,True,SMURFING,0.8786537647247314,True,saml_d,,,,,,,,,,,19,2,False,False,8.251414,3800.0,False,False,False,True,9,45158.33,5017.592,0.1111
SAML_001145,2024-01-24 20:30:00,3075.301,USD,SAML_ACC_0446,SAML_ACC_0281,BANK_C,BANK_C,TRANSFER,CA,CA,False,CASH_INTENSIVE,0.7110341787338257,False,saml_d,,,,,,,,,,,20,2,False,False,8.031484,3100.0,False,False,False,False,11,161670.38,14697.308,0.0909
SAML_001149,2024-01-24 22:30:00,547.89154,EUR,SAML_ACC_0397,SAML_ACC_0085,BANK_A,BANK_B,DEPOSIT,DE,NL,True,PLACEMENT,0.9710221886634827,True,saml_d,,,,,,,,,,,22,2,False,False,6.307901,500.0,False,False,True,True,8,211879.8,26484.975,0.25
SAML_001178,2024-01-25 13:00:00,412.73996,EUR,SAML_ACC_0470,SAML_ACC_0281,BANK_A,BANK_B,TRANSFER,UK,DE,True,TRADE_BASED,0.8568562865257263,True,saml_d,,,,,,,,,,,13,3,False,True,6.0252376,400.0,False,False,False,True,6,15024.648,2504.1082,0.1667
SAML_001183,2024-01-25 15:30:00,128.89508,USD,SAML_ACC_0125,SAML_ACC_0391,BANK_C,BANK_B,DEPOSIT,FR,NL,True,CASH_INTENSIVE,0.7302359342575073,True,saml_d,,,,,,,,,,,15,3,False,True,4.866727,100.0,False,False,False,True,10,28396.51,2839.651,0.2
SAML_001279,2024-01-27 15:30:00,1606.4259,USD,SAML_ACC_0125,SAML_ACC_0044,BANK_A,BANK_A,TRANSFER,NL,FR,False,LAYERING,0.7060808539390564,False,saml_d,,,,,,,,,,,15,5,True,True,7.3823895,1600.0,False,False,False,True,10,28396.51,2839.651,0.2
SAML_001310,2024-01-28 07:00:00,2835.422,USD,SAML_ACC_0362,SAML_ACC_0452,BANK_C,BANK_A,WITHDRAWAL,CA,CA,True,PLACEMENT,0.8364032506942749,True,saml_d,,,,,,,,,,,7,6,True,False,7.950299,2800.0,False,False,False,False,9,141040.66,15671.184,0.3333
SAML_001323,2024-01-28 13:30:00,7887.254,EUR,SAML_ACC_0274,SAML_ACC_0411,BANK_A,BANK_B,PAYMENT,NL,FR,True,INTEGRATION,0.7096936702728271,True,saml_d,,,,,,,,,,,13,6,True,True,8.97313,7900.0,False,False,False,True,14,168563.9,12040.279,0.1429
SAML_001329,2024-01-28 16:30:00,9895.719,USD,SAML_ACC_0256,SAML_ACC_0398,BANK_B,BANK_C,TRANSFER,CA,DE,True,STRUCTURING,0.8087947964668274,True,saml_d,,,,,,,,,,,16,6,True,True,9.199959,9900.0,False,False,False,True,3,205576.83,68525.61,0.3333
SAML_001331,2024-01-28 17:30:00,34116.066,EUR,SAML_ACC_0107,SAML_ACC_0103,BANK_B,BANK_A,WITHDRAWAL,DE,DE,False,CRYPTOCURRENCY,0.7400453090667725,False,saml_d,,,,,,,,,,,17,6,True,True,10.437553,34100.0,False,False,False,False,11,172711.34,15701.032,0.1818
SAML_001346,2024-01-29 01:00:00,18.032177,EUR,SAML_ACC_0259,SAML_ACC_0132,BANK_B,BANK_B,PAYMENT,FR,US,True,SMURFING,0.733843982219696,True,saml_d,,,,,,,,,,,1,0,False,False,2.946131,0.0,False,False,True,True,15,112497.87,7499.8584,0.0667
SAML_001355,2024-01-29 05:30:00,16.741915,GBP,SAML_ACC_0159,SAML_ACC_0207,BANK_A,BANK_B,WITHDRAWAL,UK,US,False,INTEGRATION,0.7556134462356567,False,saml_d,,,,,,,,,,,5,0,False,False,2.8759298,0.0,False,False,True,True,9,31061.562,3451.285,0.1111
SAML_001403,2024-01-30 05:30:00,12555.406,USD,SAML_ACC_0457,SAML_ACC_0413,BANK_C,BANK_B,PAYMENT,FR,NL,True,LAYERING,0.805442750453949,True,saml_d,,,,,,,,,,,5,1,False,False,9.437986,12600.0,False,False,True,True,13,41828.004,3217.5388,0.0769
SAML_001425,2024-01-30 16:30:00,58.398304,USD,SAML_ACC_0402,SAML_ACC_0207,BANK_C,BANK_B,PAYMENT,NL,NL,True,IDENTITY_THEFT,0.711064338684082,True,saml_d,,,,,,,,,,,16,1,False,True,4.0842657,100.0,False,False,False,False,13,382324.5,29409.578,0.1538
SAML_001453,2024-01-31 06:30:00,542187.0,USD,SAML_ACC_0040,SAML_ACC_0405,BANK_B,BANK_C,WITHDRAWAL,FR,CA,True,CASH_INTENSIVE,0.715149998664856,True,saml_d,,,,,,,,,,,6,2,False,False,13.203368,542200.0,False,True,False,True,7,587236.8,83890.98,0.1429
SAML_001467,2024-01-31 13:30:00,6563.9185,USD,SAML_ACC_0161,SAML_ACC_0448,BANK_B,BANK_A,WITHDRAWAL,DE,US,False,SMURFING,0.7181524038314819,False,saml_d,,,,,,,,,,,13,2,False,True,8.789495,6600.0,False,False,False,True,15,50693.29,3379.5525,0.0667
SAML_001472,2024-01-31 16:00:00,2280.0796,USD,SAML_ACC_0302,SAML_ACC_0334,BANK_A,BANK_B,WITHDRAWAL,FR,FR,True,WIRE_FRAUD,0.914784848690033,True,saml_d,,,,,,,,,,,16,2,False,True,7.732404,2300.0,False,False,False,False,19,242393.03,12757.528,0.1579
SAML_001479,2024-01-31 19:30:00,1242.7518,USD,SAML_ACC_0375,SAML_ACC_0248,BANK_A,BANK_A,DEPOSIT,DE,DE,True,CASH_INTENSIVE,0.7288348078727722,True,saml_d,,,,,,,,,,,19,2,False,False,7.125888,1200.0,False,False,False,False,12,86572.09,7214.342,0.0833
SAML_001482,2024-01-31 21:00:00,94270.89,CAD,SAML_ACC_0437,SAML_ACC_0137,BANK_A,BANK_C,DEPOSIT,US,US,True,IDENTITY_THEFT,0.9044291973114014,True,saml_d,,,,,,,,,,,21,2,False,False,11.4539385,94300.0,False,True,False,False,10,199053.67,19905.367,0.1
SAML_001502,2024-02-01 07:00:00,580.33307,USD,SAML_ACC_0079,SAML_ACC_0234,BANK_B,BANK_C,WITHDRAWAL,US,DE,False,LAYERING,0.7246720194816589,False,saml_d,,,,,,,,,,,7,3,False,False,6.365324,600.0,False,False,False,True,14,183634.56,13116.755,0.0
SAML_001512,2024-02-01 12:00:00,710.7746,USD,SAML_ACC_0480,SAML_ACC_0429,BANK_A,BANK_A,DEPOSIT,FR,CA,True,LAYERING,0.8544473052024841,True,saml_d,,,,,,,,,,,12,3,False,True,6.5677614,700.0,False,False,False,True,6,122950.28,20491.713,0.3333
