transaction_id,originator_account,beneficiary_account,originator_bank,beneficiary_bank,amount,timestamp,orig_tx_count,orig_total_amount,orig_avg_amount,orig_ml_rate,dataset_source
SAML_000027,SAML_ACC_0193,SAML_ACC_0065,BANK_B,BANK_C,6319.5044,2024-01-01 13:30:00,8,31330.031,3916.254,0.0,saml_d
SAML_000028,SAML_ACC_0426,SAML_ACC_0190,BANK_B,BANK_C,896.7011,2024-01-01 14:00:00,10,542882.0,54288.2,0.0,saml_d
SAML_000029,SAML_ACC_0305,SAML_ACC_0091,BANK_C,BANK_C,1663.3893,2024-01-01 14:30:00,8,31800.066,3975.0083,0.0,saml_d
SAML_000030,SAML_ACC_0260,SAML_ACC_0438,BANK_B,BANK_B,894.78796,2024-01-01 15:00:00,14,165923.53,11851.681,0.0714,saml_d
SAML_000031,SAML_ACC_0192,SAML_ACC_0173,BANK_C,BANK_A,121122.336,2024-01-01 15:30:00,14,178135.44,12723.96,0.0,saml_d
SAML_000032,SAML_ACC_0079,SAML_ACC_0247,BANK_A,BANK_A,2901.5652,2024-01-01 16:00:00,14,183634.56,13116.755,0.0,saml_d
SAML_000033,SAML_ACC_0179,SAML_ACC_0256,BANK_B,BANK_A,359.4511,2024-01-01 16:30:00,13,793084.06,61006.465,0.0769,saml_d
SAML_000034,SAML_ACC_0091,SAML_ACC_0116,BANK_B,BANK_C,15445.76,2024-01-01 17:00:00,7,137357.4,19622.486,0.1429,saml_d
SAML_000035,SAML_ACC_0456,SAML_ACC_0049,BANK_C,BANK_A,259.3848,2024-01-01 17:30:00,12,68715.17,5726.264,0.0833,saml_d
SAML_000036,SAML_ACC_0444,SAML_ACC_0227,BANK_B,BANK_C,4526.6035,2024-01-01 18:00:00,15,207960.34,13864.022,0.0667,saml_d
SAML_000037,SAML_ACC_0215,SAML_ACC_0489,BANK_B,BANK_B,59.184505,2024-01-01 18:30:00,14,169573.1,12112.364,0.2143,saml_d
SAML_000038,SAML_ACC_0079,SAML_ACC_0069,BANK_C,BANK_A,209.27055,2024-01-01 19:00:00,14,183634.56,13116.755,0.0,saml_d
SAML_000039,SAML_ACC_0475,SAML_ACC_0422,BANK_C,BANK_B,4419.238,2024-01-01 19:30:00,13,147073.1,11313.314,0.0,saml_d
SAML_000040,SAML_ACC_0415,SAML_ACC_0388,BANK_C,BANK_B,13055.087,2024-01-01 20:00:00,11,166717.2,15156.108,0.0,saml_d
SAML_000041,SAML_ACC_0103,SAML_ACC_0401,BANK_A,BANK_C,4199.5664,2024-01-01 20:30:00,11,755593.9,68690.35,0.0,saml_d
SAML_000042,SAML_ACC_0111,SAML_ACC_0126,BANK_C,BANK_A,2365.4023,2024-01-01 21:00:00,12,458280.44,38190.035,0.0,saml_d
SAML_000043,SAML_ACC_0456,SAML_ACC_0437,BANK_B,BANK_B,1632.3772,2024-01-01 21:30:00,12,68715.17,5726.264,0.0833,saml_d
SAML_000044,SAML_ACC_0478,SAML_ACC_0213,BANK_A,BANK_A,154.9273,2024-01-01 22:00:00,9,316750.0,35194.445,0.1111,saml_d
SAML_000045,SAML_ACC_0314,SAML_ACC_0053,BANK_C,BANK_B,706.4918,2024-01-01 22:30:00,12,72239.586,6019.9653,0.0,saml_d
SAML_000046,SAML_ACC_0247,SAML_ACC_0112,BANK_A,BANK_B,1186.4518,2024-01-01 23:00:00,9,97990.05,10887.783,0.0,saml_d
SAML_000047,SAML_ACC_0234,SAML_ACC_0159,BANK_A,BANK_C,24692.244,2024-01-01 23:30:00,12,549952.25,45829.355,0.0833,saml_d
SAML_000048,SAML_ACC_0082,SAML_ACC_0240,BANK_B,BANK_A,5926.7812,2024-01-02 00:00:00,13,178424.73,13724.9795,0.0769,saml_d
SAML_000049,SAML_ACC_0132,SAML_ACC_0150,BANK_A,BANK_C,87.69981,2024-01-02 00:30:00,6,65773.484,10962.247,0.0,saml_d
SAML_000050,SAML_ACC_0495,SAML_ACC_0139,BANK_C,BANK_C,5699.695,2024-01-02 01:00:00,10,254424.31,25442.434,0.1,saml_d
SAML_000051,SAML_ACC_0235,SAML_ACC_0418,BANK_A,BANK_C,1379.9954,2024-01-02 01:30:00,9,98247.13,10916.348,0.0,saml_d
SAML_000052,SAML_ACC_0278,SAML_ACC_0113,BANK_A,BANK_C,769.81946,2024-01-02 02:00:00,11,60003.62,5454.875,0.1818,saml_d
SAML_000053,SAML_ACC_0387,SAML_ACC_0143,BANK_B,BANK_C,10130.973,2024-01-02 02:30:00,10,111130.32,11113.031,0.2,saml_d
SAML_000054,SAML_ACC_0335,SAML_ACC_0370,BANK_B,BANK_B,23435.309,2024-01-02 03:00:00,15,294041.38,19602.758,0.0667,saml_d
SAML_000055,SAML_ACC_0099,SAML_ACC_0138,BANK_C,BANK_A,19197.979,2024-01-02 03:30:00,7,77624.055,11089.15,0.1429,saml_d
SAML_000056,SAML_ACC_0431,SAML_ACC_0486,BANK_B,BANK_A,556.4431,2024-01-02 04:00:00,10,60570.33,6057.033,0.1,saml_d
SAML_000057,SAML_ACC_0038,SAML_ACC_0480,BANK_C,BANK_C,1606.1178,2024-01-02 04:30:00,10,44939.332,4493.933,0.0,saml_d
SAML_000058,SAML_ACC_0161,SAML_ACC_0437,BANK_C,BANK_A,5782.127,2024-01-02 05:00:00,15,50693.29,3379.5525,0.0667,saml_d
SAML_000059,SAML_ACC_0462,SAML_ACC_0304,BANK_B,BANK_B,20975.078,2024-01-02 05:30:00,5,77757.8,15551.56,0.0,saml_d
SAML_000060,SAML_ACC_0432,SAML_ACC_0031,BANK_A,BANK_C,1143.2742,2024-01-02 06:00:00,14,314154.9,22439.637,0.0714,saml_d
SAML_000061,SAML_ACC_0449,SAML_ACC_0293,BANK_B,BANK_B,2056.3381,2024-01-02 06:30:00,9,71812.6,7979.1777,0.0,saml_d
SAML_000062,SAML_ACC_0117,SAML_ACC_0108,BANK_A,BANK_B,326.14108,2024-01-02 07:00:00,13,70502.86,5423.297,0.0,saml_d
SAML_000063,SAML_ACC_0241,SAML_ACC_0284,BANK_A,BANK_C,272.48587,2024-01-02 07:30:00,13,318049.78,24465.367,0.0769,saml_d
SAML_000064,SAML_ACC_0026,SAML_ACC_0159,BANK_C,BANK_B,15139.336,2024-01-02 08:00:00,11,183764.47,16705.861,0.0909,saml_d
SAML_000065,SAML_ACC_0136,SAML_ACC_0326,BANK_C,BANK_C,44912.887,2024-01-02 08:30:00,14,152817.56,10915.54,0.1429,saml_d
SAML_000066,SAML_ACC_0050,SAML_ACC_0014,BANK_B,BANK_B,2581.1228,2024-01-02 09:00:00,10,120909.44,12090.944,0.3,saml_d
SAML_000067,SAML_ACC_0464,SAML_ACC_0122,BANK_A,BANK_A,22182.652,2024-01-02 09:30:00,5,36980.305,7396.061,0.4,saml_d
SAML_000068,SAML_ACC_0294,SAML_ACC_0215,BANK_B,BANK_A,6144.2505,2024-01-02 10:00:00,13,117110.336,9008.487,0.0769,saml_d
SAML_000069,SAML_ACC_0394,SAML_ACC_0272,BANK_C,BANK_A,820.37415,2024-01-02 10:30:00,11,222381.34,20216.486,0.0909,saml_d
SAML_000070,SAML_ACC_0298,SAML_ACC_0025,BANK_A,BANK_C,6141.297,2024-01-02 11:00:00,10,142700.66,14270.065,0.0,saml_d
SAML_000071,SAML_ACC_0293,SAML_ACC_0423,BANK_B,BANK_B,64606.684,2024-01-02 11:30:00,14,1410773.9,100769.56,0.1429,saml_d
SAML_000072,SAML_ACC_0154,SAML_ACC_0322,BANK_B,BANK_B,2774.8389,2024-01-02 12:00:00,10,61864.332,6186.4336,0.2,saml_d
SAML_000073,SAML_ACC_0220,SAML_ACC_0294,BANK_C,BANK_A,68137.8,2024-01-02 12:30:00,14,429628.1,30687.72,0.2143,saml_d
SAML_000074,SAML_ACC_0140,SAML_ACC_0169,BANK_C,BANK_A,15.807899,2024-01-02 13:00:00,7,31147.28,4449.612,0.0,saml_d
SAML_000075,SAML_ACC_0468,SAML_ACC_0103,BANK_C,BANK_C,15425.928,2024-01-02 13:30:00,9,96069.0,10674.333,0.1111,saml_d
SAML_000076,SAML_ACC_0049,SAML_ACC_0354,BANK_C,BANK_C,3547.8396,2024-01-02 14:00:00,13,7882472.5,606344.06,0.0,saml_d
SAML_000077,SAML_ACC_0142,SAML_ACC_0371,BANK_B,BANK_B,1639.2356,2024-01-02 14:30:00,10,110592.68,11059.268,0.0,saml_d
SAML_000078,SAML_ACC_0046,SAML_ACC_0040,BANK_C,BANK_C,3581.4448,2024-01-02 15:00:00,9,76553.77,8505.975,0.0,saml_d
SAML_000079,SAML_ACC_0163,SAML_ACC_0235,BANK_C,BANK_C,55.972595,2024-01-02 15:30:00,10,433065.12,43306.508,0.0,saml_d
SAML_000080,SAML_ACC_0285,SAML_ACC_0320,BANK_B,BANK_C,1921.1058,2024-01-02 16:00:00,15,70549.61,4703.307,0.0667,saml_d
SAML_000081,SAML_ACC_0268,SAML_ACC_0089,BANK_B,BANK_A,6088.9146,2024-01-02 16:30:00,11,134430.84,12220.985,0.0,saml_d
SAML_000082,SAML_ACC_0116,SAML_ACC_0100,BANK_A,BANK_A,57284.656,2024-01-02 17:00:00,8,69631.3,8703.912,0.125,saml_d
SAML_000083,SAML_ACC_0082,SAML_ACC_0144,BANK_B,BANK_B,1057.285,2024-01-02 17:30:00,13,178424.73,13724.9795,0.0769,saml_d
SAML_000084,SAML_ACC_0044,SAML_ACC_0082,BANK_A,BANK_C,591.7077,2024-01-02 18:00:00,9,31828.352,3536.4836,0.2222,saml_d
SAML_000085,SAML_ACC_0194,SAML_ACC_0077,BANK_C,BANK_A,1092.7863,2024-01-02 18:30:00,10,42311.715,4231.1714,0.0,saml_d
SAML_000086,SAML_ACC_0258,SAML_ACC_0059,BANK_A,BANK_C,18597.906,2024-01-02 19:00:00,6,27837.36,4639.56,0.1667,saml_d
SAML_000087,SAML_ACC_0443,SAML_ACC_0229,BANK_A,BANK_B,5753.1465,2024-01-02 19:30:00,8,41792.957,5224.1196,0.125,saml_d
SAML_000088,SAML_ACC_0273,SAML_ACC_0091,BANK_C,BANK_C,1033.2656,2024-01-02 20:00:00,9,763899.06,84877.67,0.0,saml_d
SAML_000089,SAML_ACC_0394,SAML_ACC_0354,BANK_C,BANK_B,8320.977,2024-01-02 20:30:00,11,222381.34,20216.486,0.0909,saml_d
SAML_000090,SAML_ACC_0274,SAML_ACC_0395,BANK_C,BANK_B,3619.7314,2024-01-02 21:00:00,14,168563.9,12040.279,0.1429,saml_d
SAML_000091,SAML_ACC_0278,SAML_ACC_0001,BANK_A,BANK_A,20687.604,2024-01-02 21:30:00,11,60003.62,5454.875,0.1818,saml_d
SAML_000092,SAML_ACC_0083,SAML_ACC_0269,BANK_B,BANK_C,732.08295,2024-01-02 22:00:00,7,18271.258,2610.1797,0.0,saml_d
SAML_000093,SAML_ACC_0058,SAML_ACC_0286,BANK_B,BANK_A,1547.9329,2024-01-02 22:30:00,11,176263.53,16023.957,0.2727,saml_d
SAML_000094,SAML_ACC_0053,SAML_ACC_0197,BANK_B,BANK_C,1360.7396,2024-01-02 23:00:00,9,34890.258,3876.6953,0.1111,saml_d
SAML_000095,SAML_ACC_0001,SAML_ACC_0274,BANK_C,BANK_C,159.6478,2024-01-02 23:30:00,9,22645.102,2516.1223,0.0,saml_d
SAML_000096,SAML_ACC_0216,SAML_ACC_0078,BANK_C,BANK_B,5389.676,2024-01-03 00:00:00,14,159898.2,11421.3,0.1429,saml_d
SAML_000097,SAML_ACC_0317,SAML_ACC_0141,BANK_B,BANK_B,5024.6475,2024-01-03 00:30:00,8,26586.154,3323.2693,0.125,saml_d
SAML_000098,SAML_ACC_0228,SAML_ACC_0288,BANK_C,BANK_C,3011.6003,2024-01-03 01:00:00,13,269889.2,20760.707,0.0769,saml_d
SAML_000099,SAML_ACC_0473,SAML_ACC_0071,BANK_A,BANK_A,1864.6445,2024-01-03 01:30:00,7,151529.94,21647.135,0.0,saml_d
SAML_000100,SAML_ACC_0484,SAML_ACC_0456,BANK_A,BANK_B,175.78445,2024-01-03 02:00:00,10,214237.05,21423.705,0.0,saml_d
SAML_000101,SAML_ACC_0254,SAML_ACC_0050,BANK_C,BANK_B,1285.2511,2024-01-03 02:30:00,15,163433.3,10895.553,0.0667,saml_d
SAML_000102,SAML_ACC_0159,SAML_ACC_0455,BANK_B,BANK_C,1502.0272,2024-01-03 03:00:00,9,31061.562,3451.285,0.1111,saml_d
SAML_000103,SAML_ACC_0287,SAML_ACC_0372,BANK_B,BANK_C,599.11017,2024-01-03 03:30:00,14,584773.2,41769.51,0.0,saml_d
SAML_000104,SAML_ACC_0066,SAML_ACC_0369,BANK_A,BANK_B,2159.0608,2024-01-03 04:00:00,13,150472.62,11574.817,0.1538,saml_d
SAML_000105,SAML_ACC_0403,SAML_ACC_0080,BANK_C,BANK_A,6688.211,2024-01-03 04:30:00,11,212479.34,19316.305,0.0,saml_d
SAML_000106,SAML_ACC_0309,SAML_ACC_0235,BANK_B,BANK_B,129621.22,2024-01-03 05:00:00,14,265879.2,18991.371,0.0714,saml_d
SAML_000107,SAML_ACC_0460,SAML_ACC_0287,BANK_B,BANK_C,4226.6104,2024-01-03 05:30:00,10,32359.555,3235.9556,0.0,saml_d
SAML_000108,SAML_ACC_0458,SAML_ACC_0307,BANK_C,BANK_B,4989.549,2024-01-03 06:00:00,10,646954.75,64695.477,0.0,saml_d
SAML_000109,SAML_ACC_0095,SAML_ACC_0155,BANK_C,BANK_C,2568.579,2024-01-03 06:30:00,12,81312.89,6776.074,0.3333,saml_d
SAML_000110,SAML_ACC_0493,SAML_ACC_0060,BANK_B,BANK_B,64.22918,2024-01-03 07:00:00,14,125488.664,8963.476,0.0714,saml_d
SAML_000111,SAML_ACC_0253,SAML_ACC_0033,BANK_C,BANK_C,2827.0024,2024-01-03 07:30:00,7,34794.16,4970.594,0.0,saml_d
SAML_000112,SAML_ACC_0150,SAML_ACC_0437,BANK_C,BANK_C,3362.5686,2024-01-03 08:00:00,7,103001.086,14714.44,0.1429,saml_d
SAML_000113,SAML_ACC_0023,SAML_ACC_0127,BANK_C,BANK_A,411055.78,2024-01-03 08:30:00,7,463507.3,66215.33,0.2857,saml_d
SAML_000114,SAML_ACC_0244,SAML_ACC_0221,BANK_B,BANK_C,2028.9589,2024-01-03 09:00:00,11,99416.99,9037.908,0.0,saml_d
SAML_000115,SAML_ACC_0215,SAML_ACC_0200,BANK_A,BANK_B,5448.495,2024-01-03 09:30:00,14,169573.1,12112.364,0.2143,saml_d
SAML_000116,SAML_ACC_0399,SAML_ACC_0417,BANK_C,BANK_C,2781.0295,2024-01-03 10:00:00,19,67009.98,3526.8408,0.0526,saml_d
SAML_000117,SAML_ACC_0410,SAML_ACC_0126,BANK_B,BANK_B,287.90884,2024-01-03 10:30:00,11,194355.81,17668.71,0.0,saml_d
SAML_000118,SAML_ACC_0131,SAML_ACC_0041,BANK_A,BANK_A,29308.875,2024-01-03 11:00:00,12,1913071.4,159422.62,0.3333,saml_d
SAML_000119,SAML_ACC_0343,SAML_ACC_0275,BANK_B,BANK_B,13411.477,2024-01-03 11:30:00,13,256225.92,19709.686,0.0,saml_d
SAML_000120,SAML_ACC_0148,SAML_ACC_0469,BANK_B,BANK_A,14502.319,2024-01-03 12:00:00,9,66127.875,7347.5415,0.3333,saml_d
SAML_000121,SAML_ACC_0381,SAML_ACC_0297,BANK_B,BANK_A,483.584,2024-01-03 12:30:00,11,73690.88,6699.1714,0.1818,saml_d
SAML_000122,SAML_ACC_0109,SAML_ACC_0085,BANK_A,BANK_C,49295.527,2024-01-03 13:00:00,8,589616.25,73702.03,0.0,saml_d
SAML_000123,SAML_ACC_0040,SAML_ACC_0089,BANK_B,BANK_A,180.60239,2024-01-03 13:30:00,7,587236.8,83890.98,0.1429,saml_d
SAML_000124,SAML_ACC_0121,SAML_ACC_0042,BANK_A,BANK_B,9640.364,2024-01-03 14:00:00,14,128352.88,9168.063,0.0714,saml_d
SAML_000125,SAML_ACC_0295,SAML_ACC_0120,BANK_C,BANK_A,238210.8,2024-01-03 14:30:00,6,255788.14,42631.355,0.1667,saml_d
SAML_000126,SAML_ACC_0120,SAML_ACC_0279,BANK_A,BANK_A,411.13736,2024-01-03 15:00:00,10,144237.03,14423.702,0.2,saml_d
SAML_000127,SAML_ACC_0456,SAML_ACC_0459,BANK_B,BANK_C,960.4525,2024-01-03 15:30:00,12,68715.17,5726.264,0.0833,saml_d
SAML_000128,SAML_ACC_0018,SAML_ACC_0033,BANK_A,BANK_B,3638.4124,2024-01-03 16:00:00,9,635668.0,70629.78,0.0,saml_d
SAML_000129,SAML_ACC_0169,SAML_ACC_0276,BANK_B,BANK_A,1089.0365,2024-01-03 16:30:00,10,33432.625,3343.2625,0.1,saml_d
SAML_000130,SAML_ACC_0198,SAML_ACC_0153,BANK_C,BANK_C,134.11171,2024-01-03 17:00:00,9,92571.86,10285.762,0.2222,saml_d
SAML_000131,SAML_ACC_0411,SAML_ACC_0090,BANK_A,BANK_C,3419.0771,2024-01-03 17:30:00,10,39549.7,3954.97,0.1,saml_d
SAML_000132,SAML_ACC_0484,SAML_ACC_0104,BANK_C,BANK_B,356.16446,2024-01-03 18:00:00,10,214237.05,21423.705,0.0,saml_d
SAML_000133,SAML_ACC_0143,SAML_ACC_0436,BANK_A,BANK_C,7686.2236,2024-01-03 18:30:00,14,116077.85,8291.275,0.0,saml_d
SAML_000134,SAML_ACC_0037,SAML_ACC_0012,BANK_B,BANK_A,473.97354,2024-01-03 19:00:00,5,30698.36,6139.6714,0.0,saml_d
SAML_000135,SAML_ACC_0186,SAML_ACC_0160,BANK_A,BANK_C,66162.48,2024-01-03 19:30:00,11,220532.48,20048.408,0.0,saml_d
SAML_000136,SAML_ACC_0261,SAML_ACC_0417,BANK_C,BANK_B,622.34424,2024-01-03 20:00:00,8,33055.07,4131.884,0.0,saml_d
SAML_000137,SAML_ACC_0231,SAML_ACC_0458,BANK_A,BANK_B,1565.3691,2024-01-03 20:30:00,13,759255.06,58404.24,0.0769,saml_d
SAML_000138,SAML_ACC_0254,SAML_ACC_0196,BANK_C,BANK_C,15169.384,2024-01-03 21:00:00,15,163433.3,10895.553,0.0667,saml_d
SAML_000139,SAML_ACC_0329,SAML_ACC_0399,BANK_C,BANK_A,254.23813,2024-01-03 21:30:00,11,161984.11,14725.829,0.0,saml_d
SAML_000140,SAML_ACC_0391,SAML_ACC_0307,BANK_B,BANK_C,4698.1304,2024-01-03 22:00:00,10,72300.32,7230.032,0.0,saml_d
SAML_000141,SAML_ACC_0297,SAML_ACC_0262,BANK_A,BANK_B,40712.3,2024-01-03 22:30:00,11,163925.53,14902.321,0.1818,saml_d
SAML_000142,SAML_ACC_0468,SAML_ACC_0091,BANK_C,BANK_C,119.705376,2024-01-03 23:00:00,9,96069.0,10674.333,0.1111,saml_d
SAML_000143,SAML_ACC_0010,SAML_ACC_0197,BANK_B,BANK_C,4312.477,2024-01-03 23:30:00,14,104914.31,7493.8794,0.0714,saml_d
SAML_000144,SAML_ACC_0446,SAML_ACC_0069,BANK_B,BANK_A,5012.8784,2024-01-04 00:00:00,11,161670.38,14697.308,0.0909,saml_d
SAML_000145,SAML_ACC_0410,SAML_ACC_0466,BANK_B,BANK_C,14237.658,2024-01-04 00:30:00,11,194355.81,17668.71,0.0,saml_d
SAML_000146,SAML_ACC_0324,SAML_ACC_0220,BANK_C,BANK_A,251.16211,2024-01-04 01:00:00,10,103501.305,10350.131,0.2,saml_d
SAML_000147,SAML_ACC_0230,SAML_ACC_0419,BANK_A,BANK_C,212.53076,2024-01-04 01:30:00,9,25059.2,2784.3555,0.2222,saml_d
SAML_000148,SAML_ACC_0024,SAML_ACC_0379,BANK_C,BANK_C,8466.59,2024-01-04 02:00:00,11,51668.137,4697.1035,0.0,saml_d
SAML_000149,SAML_ACC_0078,SAML_ACC_0214,BANK_B,BANK_A,5399.0015,2024-01-04 02:30:00,8,23746.633,2968.329,0.0,saml_d
SAML_000150,SAML_ACC_0425,SAML_ACC_0418,BANK_C,BANK_A,4919.6157,2024-01-04 03:00:00,6,157778.58,26296.43,0.0,saml_d
SAML_000151,SAML_ACC_0193,SAML_ACC_0447,BANK_C,BANK_B,5960.421,2024-01-04 03:30:00,8,31330.031,3916.254,0.0,saml_d
SAML_000152,SAML_ACC_0401,SAML_ACC_0452,BANK_B,BANK_A,765.0572,2024-01-04 04:00:00,10,2108459.8,210845.97,0.0,saml_d
SAML_000153,SAML_ACC_0109,SAML_ACC_0146,BANK_A,BANK_C,4743.39,2024-01-04 04:30:00,8,589616.25,73702.03,0.0,saml_d
SAML_000154,SAML_ACC_0280,SAML_ACC_0233,BANK_B,BANK_B,5356.9224,2024-01-04 05:00:00,7,25711.719,3673.1028,0.0,saml_d
SAML_000155,SAML_ACC_0411,SAML_ACC_0371,BANK_B,BANK_A,714.2958,2024-01-04 05:30:00,10,39549.7,3954.97,0.1,saml_d
SAML_000156,SAML_ACC_0263,SAML_ACC_0410,BANK_C,BANK_A,124436.27,2024-01-04 06:00:00,12,282432.5,23536.041,0.0833,saml_d
SAML_000157,SAML_ACC_0329,SAML_ACC_0234,BANK_B,BANK_B,7689.9214,2024-01-04 06:30:00,11,161984.11,14725.829,0.0,saml_d
SAML_000158,SAML_ACC_0363,SAML_ACC_0214,BANK_C,BANK_C,275.17108,2024-01-04 07:00:00,12,271347.88,22612.322,0.1667,saml_d
SAML_000159,SAML_ACC_0355,SAML_ACC_0367,BANK_B,BANK_C,11082.33,2024-01-04 07:30:00,9,205329.44,22814.383,0.0,saml_d
SAML_000160,SAML_ACC_0378,SAML_ACC_0481,BANK_B,BANK_B,424.38312,2024-01-04 08:00:00,9,121754.87,13528.318,0.0,saml_d
SAML_000161,SAML_ACC_0268,SAML_ACC_0061,BANK_A,BANK_C,14388.279,2024-01-04 08:30:00,11,134430.84,12220.985,0.0,saml_d
SAML_000162,SAML_ACC_0341,SAML_ACC_0363,BANK_B,BANK_A,30248.176,2024-01-04 09:00:00,9,243437.48,27048.611,0.1111,saml_d
SAML_000163,SAML_ACC_0259,SAML_ACC_0078,BANK_A,BANK_C,577.4578,2024-01-04 09:30:00,15,112497.87,7499.8584,0.0667,saml_d
SAML_000164,SAML_ACC_0335,SAML_ACC_0095,BANK_B,BANK_A,20470.748,2024-01-04 10:00:00,15,294041.38,19602.758,0.0667,saml_d
SAML_000165,SAML_ACC_0085,SAML_ACC_0330,BANK_B,BANK_C,6806.0137,2024-01-04 10:30:00,10,169143.47,16914.348,0.1,saml_d
SAML_000166,SAML_ACC_0010,SAML_ACC_0499,BANK_B,BANK_A,15430.793,2024-01-04 11:00:00,14,104914.31,7493.8794,0.0714,saml_d
SAML_000167,SAML_ACC_0289,SAML_ACC_0216,BANK_A,BANK_B,132400.4,2024-01-04 11:30:00,8,150555.69,18819.46,0.125,saml_d
SAML_000168,SAML_ACC_0302,SAML_ACC_0213,BANK_C,BANK_A,1824.7965,2024-01-04 12:00:00,19,242393.03,12757.528,0.1579,saml_d
SAML_000169,SAML_ACC_0059,SAML_ACC_0304,BANK_A,BANK_C,660.19,2024-01-04 12:30:00,8,96751.53,12093.941,0.125,saml_d
