Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering,currency,originator_bank,beneficiary_bank,originator_country,beneficiary_country,typology,risk_score,alert_flag,dataset_source
2022/09/01 00:09,166544,84DCFB820,166544,84DCFB820,10.47,US Dollar,10.47,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.39952479661275125,False,ibm_aml
2022/09/01 00:25,7317,808CF29C0,37048,811F19320,897.88,US Dollar,897.88,US Dollar,ACH,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.24205724351753055,False,ibm_aml
2022/09/01 00:06,741,8007C8050,741,8007C8050,122019.88,US Dollar,122019.88,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.2376666711881804,False,ibm_aml
2022/09/01 00:26,127396,8189AE180,127396,8189AE180,24377.52,US Dollar,24377.52,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.25594254671251243,False,ibm_aml
2022/09/01 00:20,2142511,848BD6F70,2142511,848BD6F70,4025.88,US Dollar,4025.88,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.02899431247636558,False,ibm_aml
2022/09/01 00:09,281213,828EB9700,281213,828EB9700,0.42,US Dollar,0.42,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.4986652723275908,False,ibm_aml
2022/09/01 00:02,25268,80AA86DA0,25268,80AA86DA0,82617.0,US Dollar,82617.0,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.28978855844845947,False,ibm_aml
2022/09/01 00:28,105517,829692CB0,105517,829692CB0,19.46,US Dollar,19.46,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.07414321965055426,False,ibm_aml
2022/09/01 00:24,226922,823F77490,226922,823F77490,73162.71,US Dollar,73162.71,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.19362648548938166,False,ibm_aml
2022/09/01 00:19,13146,807C34940,18500,80A85AD00,17786.32,US Dollar,17786.32,US Dollar,Credit Card,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.2573152809755701,False,ibm_aml
2022/09/01 00:04,375465,81C1B91F0,375465,81C1B91F0,16866.11,US Dollar,16866.11,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.13932007395434798,False,ibm_aml
2022/09/01 00:12,145235,849B09960,145235,849B09960,53065.73,US Dollar,53065.73,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.3696305219240445,False,ibm_aml
2022/09/01 00:21,89014,84C950800,89014,84C950800,35926.5,US Dollar,35926.5,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.16806351196638125,False,ibm_aml
2022/09/01 00:09,213639,8147ECF90,28781,81568B470,25830.52,US Dollar,25830.52,US Dollar,Credit Card,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.4683634266567993,False,ibm_aml
2022/09/01 00:20,281140,839D84AE0,281140,839D84AE0,23.1,US Dollar,23.1,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.2641584031144895,False,ibm_aml
2022/09/01 00:22,328851,82A559FE0,328851,82A559FE0,14122.99,US Dollar,14122.99,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.1086892602570863,False,ibm_aml
2022/09/01 00:01,36897,82125A480,29817,8384C0BB0,821808.6,US Dollar,821808.6,US Dollar,Cheque,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.46868101944626284,False,ibm_aml
2022/09/01 00:12,5965,8028BBEB0,15598,80504F2C0,622.43,US Dollar,622.43,US Dollar,Credit Card,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.06620304364498708,False,ibm_aml
2022/09/01 00:15,97328,8274C3100,97328,8274C3100,66.18,US Dollar,66.18,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.3679891131260452,False,ibm_aml
2022/09/01 00:11,20,80017D2E0,266823,833D52C70,8608.75,US Dollar,8608.75,US Dollar,Cheque,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.3493201839563578,False,ibm_aml
2022/09/01 00:21,239863,8318B1E60,239863,8318B1E60,4397585.0,US Dollar,4397585.0,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.3597292205459504,False,ibm_aml
2022/09/01 00:03,38633,81D1E9260,38633,81D1E9260,23.86,US Dollar,23.86,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.15965884438234168,False,ibm_aml
2022/09/01 00:13,20,8174A20B0,20,8174A20B0,5.1,US Dollar,5.1,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.2161896711842749,False,ibm_aml
2022/09/01 00:16,93219,8347859C0,264719,8347951C0,2336.87,US Dollar,2336.87,US Dollar,Cheque,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.24597183937133354,False,ibm_aml
2022/09/01 00:18,15325,808A65BA0,15325,808A65BA0,266.36,US Dollar,266.36,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.03744677314955491,False,ibm_aml
2022/09/01 00:00,317833,814E6B450,32893,814E71070,9227.78,US Dollar,9227.78,US Dollar,ACH,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.4959759825496989,False,ibm_aml
2022/09/01 00:25,273734,829587F20,273734,829587F20,21.09,US Dollar,21.09,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.4891822513299988,False,ibm_aml
2022/09/01 00:28,257757,824BB8B90,257757,824BB8B90,4555.29,US Dollar,4555.29,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.3231441149692237,False,ibm_aml
2022/09/01 00:15,84764,82204DF00,84764,82204DF00,8544.91,US Dollar,8544.91,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.38689454869110845,False,ibm_aml
2022/09/01 00:00,170036,840139A60,170036,840139A60,11.39,US Dollar,11.39,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.3676548446280816,False,ibm_aml
2022/09/01 00:11,213639,80E44FC20,213639,80E44FC20,11.58,US Dollar,11.58,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.10473429942434437,False,ibm_aml
2022/09/01 00:10,24878,81DB67F70,146812,82498F8D0,141.63,US Dollar,141.63,US Dollar,Cash,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.37291869216774076,False,ibm_aml
2022/09/01 00:06,63576,829D632E0,63576,829D632E0,50433.03,US Dollar,50433.03,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.12473307018863738,False,ibm_aml
2022/09/01 00:24,4339,80837E470,4339,80837E470,6946.21,Euro,6946.21,Euro,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.32180016539173434,False,ibm_aml
2022/09/01 00:01,240210,84F71ECC0,240210,84F71ECC0,44233.72,US Dollar,44233.72,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.40216631678399534,False,ibm_aml
2022/09/01 00:01,322224,823C19A10,322224,823C19A10,6583.85,US Dollar,6583.85,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.2194273509063447,False,ibm_aml
2022/09/01 00:27,1138262,848647640,1138262,848647640,23.98,US Dollar,23.98,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.45283534881756626,False,ibm_aml
2022/09/01 00:04,191274,83F5FE210,191274,83F5FE210,22.77,US Dollar,22.77,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.2677454004173576,False,ibm_aml
2022/09/01 00:17,233487,82E2A9D90,233487,82E2A9D90,3227.86,US Dollar,3227.86,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.4236128552488733,False,ibm_aml
2022/09/01 00:10,211052,80FD76A50,952,814C125F0,10.74,US Dollar,10.74,US Dollar,Credit Card,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.14987239914259082,False,ibm_aml
2022/09/01 00:28,18500,815AE0110,18500,815AE0110,17.55,US Dollar,17.55,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.4254085974368572,False,ibm_aml
2022/09/01 00:05,26567,80E689330,26567,80E689330,2191.0,US Dollar,2191.0,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.15829250274543538,False,ibm_aml
2022/09/01 00:16,3126832,82E574980,3126832,82E574980,803.34,US Dollar,803.34,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.26528468141162176,False,ibm_aml
2022/09/01 00:00,243913,81A5F9B70,243913,81A5F9B70,749.45,US Dollar,749.45,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.26462237681663753,False,ibm_aml
2022/09/01 00:01,11081,801A0F7D0,67498,818F5AE30,5001.38,US Dollar,5001.38,US Dollar,Credit Card,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.12364308980469912,False,ibm_aml
2022/09/01 00:10,70,1004286A8,1442,8014B2680,21667.33,Euro,21667.33,Euro,Credit Card,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.25005580306625463,False,ibm_aml
2022/09/01 00:20,112934,80770C630,112934,80770C630,32016.35,US Dollar,32016.35,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.2389357243127747,False,ibm_aml
2022/09/01 00:15,64949,8285114E0,64949,8285114E0,9.26,US Dollar,9.26,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.30457061016581993,False,ibm_aml
2022/09/01 00:27,11520,800911D50,11520,800911D50,20736.67,Euro,20736.67,Euro,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.23647496076487,False,ibm_aml
2022/09/01 00:08,112934,813C491B0,112934,813C491B0,19228.6,US Dollar,19228.6,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.15845848102425214,False,ibm_aml
2022/09/01 00:25,235671,8491ED890,235671,8491ED890,12.03,US Dollar,12.03,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.09042465397334615,False,ibm_aml
2022/09/01 00:07,56218,82FDC74B0,56218,82FDC74B0,7229.4,US Dollar,7229.4,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.22056543878091844,False,ibm_aml
2022/09/01 00:22,4687,803039580,4687,803039580,2912.13,US Dollar,2912.13,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.35285555206603675,False,ibm_aml
2022/09/01 00:26,44400,833C12190,44400,833C12190,79966.62,US Dollar,79966.62,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.4857993891515939,False,ibm_aml
2022/09/01 00:26,93291,824BAC780,93291,824BAC780,18.44,US Dollar,18.44,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.32216063420191116,False,ibm_aml
2022/09/01 00:16,10975,80EE8EB80,63074,84DAE2C90,27648.6,US Dollar,27648.6,US Dollar,Credit Card,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.4282578060566404,False,ibm_aml
2022/09/01 00:27,59055,82F8F12E0,59055,82F8F12E0,9539.21,US Dollar,9539.21,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.16016494401889986,False,ibm_aml
2022/09/01 00:21,24830,802AA3000,24830,802AA3000,10.13,US Dollar,10.13,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.1598410187488608,False,ibm_aml
2022/09/01 00:07,314172,810192650,314172,810192650,15498.33,US Dollar,15498.33,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.03649070631850254,False,ibm_aml
2022/09/01 00:29,97149,82D3B39C0,97149,82D3B39C0,4592.36,US Dollar,4592.36,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.03763994128182019,False,ibm_aml
2022/09/01 00:16,169300,842D79780,169300,842D79780,26673.72,US Dollar,26673.72,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.2570595415355536,False,ibm_aml
2022/09/01 00:11,7317,8062EB5F0,7317,8062EB5F0,5293.11,US Dollar,5293.11,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.21664020523469024,False,ibm_aml
2022/09/01 00:12,3503,801A690D0,179156,824F08150,438.31,US Dollar,438.31,US Dollar,ACH,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.42629088623450173,False,ibm_aml
2022/09/01 00:11,1208,800CD8C60,1208,800CD8C60,4.65,US Dollar,4.65,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.4232594616862819,False,ibm_aml
2022/09/01 00:00,120571,8208C2770,120571,8208C2770,10.7,US Dollar,10.7,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.07890262243887314,False,ibm_aml
2022/09/01 00:28,8483,81AED8B90,8483,81AED8B90,22.91,US Dollar,22.91,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.36470645546659336,False,ibm_aml
2022/09/01 00:17,1147916,84216DCF0,1147916,84216DCF0,12.71,US Dollar,12.71,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.15531020474901136,False,ibm_aml
2022/09/01 00:10,282230,8235EFA60,212490,83F858450,197519.81,US Dollar,197519.81,US Dollar,Cash,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.27758565236307775,False,ibm_aml
2022/09/01 00:01,6109,8045D5FB0,6109,8045D5FB0,1069800.0,US Dollar,1069800.0,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.058011536901915406,False,ibm_aml
2022/09/01 00:24,125418,813A6E000,125418,813A6E000,866.45,US Dollar,866.45,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.2734773504186646,False,ibm_aml
2022/09/01 00:04,1134339,8496C3BE0,1134339,8496C3BE0,1037342.06,US Dollar,1037342.06,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.030647798534357007,False,ibm_aml
2022/09/01 00:04,20,801062360,6697,802763800,15145.09,US Dollar,15145.09,US Dollar,Cash,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.12472750820337819,False,ibm_aml
2022/09/01 00:27,147782,81320BF50,147782,81320BF50,179.15,US Dollar,18882.78,Yen,ACH,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.03871532406678946,False,ibm_aml
2022/09/01 00:05,172412,820452590,172412,820452590,1164354.6,US Dollar,1164354.6,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.3966824333503746,False,ibm_aml
2022/09/01 00:17,57778,82BD115C0,2122589,8376A55B0,44926.38,US Dollar,44926.38,US Dollar,Cheque,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.02561966910129282,False,ibm_aml
2022/09/01 00:23,270601,81ECBCF30,270601,81ECBCF30,18677.05,US Dollar,18677.05,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.393815556867762,False,ibm_aml
2022/09/01 00:25,272343,820D7B740,272343,820D7B740,11.21,US Dollar,11.21,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.43038723057050055,False,ibm_aml
2022/09/01 00:06,166302,845948C70,166302,845948C70,12.71,US Dollar,12.71,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.4853932235510295,False,ibm_aml
2022/09/01 00:15,18822,815390990,18822,815390990,15.85,US Dollar,15.85,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.35584543001961333,False,ibm_aml
2022/09/01 00:26,89732,821C14620,89732,821C14620,243109.1,US Dollar,243109.1,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.12567165833245625,False,ibm_aml
2022/09/01 00:00,1139415,83E2194D0,2146912,83E219570,10183036.0,US Dollar,10183036.0,US Dollar,ACH,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.4147753592737848,False,ibm_aml
2022/09/01 00:08,11907,8071535F0,11907,8071535F0,3.42,US Dollar,3.42,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.38927282184087386,False,ibm_aml
2022/09/01 00:16,218354,84DD6D920,218354,84DD6D920,2467.44,US Dollar,2467.44,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.29302866117613136,False,ibm_aml
2022/09/01 00:20,193656,84B95BC20,193656,84B95BC20,12223.35,US Dollar,12223.35,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.2846589556441617,False,ibm_aml
2022/09/01 00:22,24457,802573760,24457,802573760,13.93,US Dollar,13.93,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.4102999590339658,False,ibm_aml
2022/09/01 00:01,20724,8095E8F50,20724,8095E8F50,13.15,US Dollar,13.15,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.4207648791556695,False,ibm_aml
2022/09/01 00:20,237149,80FD69DD0,121111,8354AFB00,10655.22,US Dollar,10655.22,US Dollar,Cash,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.0744284652638817,False,ibm_aml
2022/09/01 00:06,8996,811E2AF30,8996,811E2AF30,609796.8,US Dollar,609796.8,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.3747735171545885,False,ibm_aml
2022/09/01 00:29,214957,80C2E9A30,2129750,84A783AB0,9925.96,US Dollar,9925.96,US Dollar,Cheque,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.2030794617973289,False,ibm_aml
2022/09/01 00:22,1191713,84FF20DB0,1191713,84FF20DB0,22.09,US Dollar,22.09,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.3824177883512579,False,ibm_aml
2022/09/01 00:14,1110462,8326D63B0,1110462,8326D63B0,59.36,US Dollar,59.36,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.163858937644563,False,ibm_aml
2022/09/01 00:21,15594,82E79D320,15594,82E79D320,5.35,US Dollar,5.35,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.1240776440359384,False,ibm_aml
2022/09/01 00:05,28291,80400C8E0,28291,80400C8E0,24.28,US Dollar,24.28,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.08452174976546217,False,ibm_aml
2022/09/01 00:24,65813,83452BF80,65813,83452BF80,14459.27,US Dollar,14459.27,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.16393481536524362,False,ibm_aml
2022/09/01 00:14,217678,81B37F5D0,217678,81B37F5D0,1323019.8,US Dollar,1323019.8,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.23591493964415877,False,ibm_aml
2022/09/01 00:06,139257,81525A400,1170681,84366CC10,54.91,US Dollar,54.91,US Dollar,Credit Card,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.4247092287170363,False,ibm_aml
2022/09/01 00:28,11316,84A957840,2104409,84A953650,4572.29,US Dollar,4572.29,US Dollar,Cheque,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.33699945542728055,False,ibm_aml
2022/09/01 00:10,320317,80B0262E0,320317,80B0262E0,959.02,US Dollar,959.02,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.38852891461046984,False,ibm_aml
2022/09/01 00:28,176700,84172F8C0,176700,84172F8C0,12.96,US Dollar,12.96,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.028034552457826822,False,ibm_aml
2022/09/01 00:21,288806,84A6870C0,288806,84A6870C0,868.66,US Dollar,868.66,US Dollar,Reinvestment,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.2840559804919185,False,ibm_aml
2022/09/01 00:04,19596,804E7C000,237491,81E9A0630,220631.2,US Dollar,220631.2,US Dollar,ACH,0,USD,IBM_BANK_1,IBM_BANK_2,US,US,legitimate,0.2774430124805827,False,ibm_aml
