transaction_id,timestamp,amount,currency,originator_account,beneficiary_account,originator_bank,beneficiary_bank,transaction_type,originator_country,beneficiary_country,is_laundering,typology,risk_score,alert_flag,dataset_source
SAML_000234,2024-01-05 21:00:00,217051.119530055,USD,SAML_ACC_0068,SAML_ACC_0137,BANK_A,BANK_C,payment,UK,US,True,placement,0.5965477248213704,True,synthetic_saml
SAML_000240,2024-01-06 00:00:00,610.9154214358911,CAD,SAML_ACC_0226,SAML_ACC_0216,BANK_A,BANK_A,payment,US,US,True,trade_based,0.8425091138122978,True,synthetic_saml
SAML_000264,2024-01-06 12:00:00,1798.7795699160674,USD,SAML_ACC_0116,SAML_ACC_0387,BANK_A,BANK_B,payment,FR,NL,True,trade_based,0.8683583043967379,True,synthetic_saml
SAML_000274,2024-01-06 17:00:00,418.6280002081014,GBP,SAML_ACC_0248,SAML_ACC_0358,BANK_B,BANK_A,deposit,CA,DE,True,cryptocurrency,0.6363927645344645,True,synthetic_saml
SAML_000284,2024-01-06 22:00:00,212366.05714888783,USD,SAML_ACC_0220,SAML_ACC_0153,BANK_A,BANK_C,transfer,FR,US,True,wire_fraud,0.9026531491800055,True,synthetic_saml
SAML_000285,2024-01-06 22:30:00,60.08885605407328,USD,SAML_ACC_0015,SAML_ACC_0426,BANK_C,BANK_C,payment,FR,US,True,shell_company,0.7943941430930193,True,synthetic_saml
SAML_000312,2024-01-07 12:00:00,15534.718448524764,EUR,SAML_ACC_0030,SAML_ACC_0133,BANK_C,BANK_C,payment,NL,DE,True,trade_based,0.8200141381701951,True,synthetic_saml
SAML_000313,2024-01-07 12:30:00,15169.153532439277,GBP,SAML_ACC_0381,SAML_ACC_0238,BANK_C,BANK_B,deposit,US,US,True,cryptocurrency,0.6332013136562017,True,synthetic_saml
SAML_000318,2024-01-07 15:00:00,5700.634166854425,USD,SAML_ACC_0278,SAML_ACC_0017,BANK_B,BANK_C,deposit,UK,UK,True,phantom_transactions,0.9329322005162322,True,synthetic_saml
SAML_000325,2024-01-07 18:30:00,262.8603163182056,USD,SAML_ACC_0380,SAML_ACC_0060,BANK_B,BANK_A,deposit,DE,DE,True,structuring,0.6268724124341255,True,synthetic_saml
SAML_000329,2024-01-07 20:30:00,10474.416283672186,EUR,SAML_ACC_0438,SAML_ACC_0391,BANK_A,BANK_B,transfer,FR,US,True,structuring,0.783550755132323,True,synthetic_saml
SAML_000363,2024-01-08 13:30:00,6656.99489140138,USD,SAML_ACC_0016,SAML_ACC_0024,BANK_C,BANK_A,payment,CA,US,True,structuring,0.8303065683498181,True,synthetic_saml
SAML_000374,2024-01-08 19:00:00,221098.79460534785,USD,SAML_ACC_0184,SAML_ACC_0068,BANK_B,BANK_A,transfer,CA,US,True,placement,0.4664983788906995,True,synthetic_saml
SAML_000376,2024-01-08 20:00:00,17062.54984840614,EUR,SAML_ACC_0432,SAML_ACC_0401,BANK_C,BANK_B,withdrawal,CA,DE,True,wire_fraud,0.9565490308924318,True,synthetic_saml
SAML_000392,2024-01-09 04:00:00,212.62575168230552,CAD,SAML_ACC_0242,SAML_ACC_0320,BANK_A,BANK_B,withdrawal,US,CA,True,trade_based,0.6344461098070759,True,synthetic_saml
SAML_000398,2024-01-09 07:00:00,2370.6520182894155,USD,SAML_ACC_0026,SAML_ACC_0078,BANK_B,BANK_B,withdrawal,UK,CA,True,phantom_transactions,0.9892489869190039,True,synthetic_saml
SAML_000406,2024-01-09 11:00:00,352.3972679142809,USD,SAML_ACC_0129,SAML_ACC_0131,BANK_C,BANK_B,deposit,CA,FR,True,layering,0.8504893876138107,True,synthetic_saml
SAML_000419,2024-01-09 17:30:00,3411.9421814497987,USD,SAML_ACC_0183,SAML_ACC_0299,BANK_C,BANK_A,deposit,DE,US,True,placement,0.8887362201787481,True,synthetic_saml
SAML_000426,2024-01-09 21:00:00,432.74692090100194,USD,SAML_ACC_0055,SAML_ACC_0017,BANK_C,BANK_B,transfer,CA,CA,True,wire_fraud,0.44787181786529207,True,synthetic_saml
SAML_000447,2024-01-10 07:30:00,454.97406955834015,USD,SAML_ACC_0299,SAML_ACC_0424,BANK_C,BANK_C,deposit,UK,NL,True,identity_theft,0.5705737031983176,True,synthetic_saml
SAML_000469,2024-01-10 18:30:00,942.3375264293105,EUR,SAML_ACC_0250,SAML_ACC_0336,BANK_C,BANK_A,withdrawal,NL,FR,True,placement,0.691512050108501,True,synthetic_saml
SAML_000475,2024-01-10 21:30:00,1811.5315394897086,USD,SAML_ACC_0374,SAML_ACC_0483,BANK_C,BANK_A,payment,US,NL,True,trade_based,0.8862242392241968,True,synthetic_saml
SAML_000477,2024-01-10 22:30:00,5555.258907992535,EUR,SAML_ACC_0419,SAML_ACC_0196,BANK_B,BANK_B,deposit,FR,UK,True,layering,0.6646788423871229,True,synthetic_saml
SAML_000479,2024-01-10 23:30:00,27977.330126086938,USD,SAML_ACC_0442,SAML_ACC_0390,BANK_B,BANK_A,deposit,CA,DE,True,phantom_transactions,0.6250924450363607,True,synthetic_saml
SAML_000493,2024-01-11 06:30:00,532.4194387167671,USD,SAML_ACC_0292,SAML_ACC_0361,BANK_C,BANK_C,transfer,FR,DE,True,trade_based,0.8675045252134279,True,synthetic_saml
SAML_000503,2024-01-11 11:30:00,9190.618122095255,CAD,SAML_ACC_0369,SAML_ACC_0388,BANK_B,BANK_B,transfer,FR,FR,True,cash_intensive,0.8749534382886581,True,synthetic_saml
SAML_000544,2024-01-12 08:00:00,21.2575260503937,EUR,SAML_ACC_0416,SAML_ACC_0474,BANK_A,BANK_C,withdrawal,DE,FR,True,shell_company,0.8583893680644027,True,synthetic_saml
SAML_000548,2024-01-12 10:00:00,6262.230726740463,CAD,SAML_ACC_0423,SAML_ACC_0473,BANK_C,BANK_C,payment,DE,CA,True,shell_company,0.7624490502331381,True,synthetic_saml
SAML_000554,2024-01-12 13:00:00,5855.902021209876,USD,SAML_ACC_0480,SAML_ACC_0055,BANK_A,BANK_B,withdrawal,NL,US,True,cash_intensive,0.5245976137941175,True,synthetic_saml
SAML_000561,2024-01-12 16:30:00,189245.72791705048,USD,SAML_ACC_0420,SAML_ACC_0286,BANK_B,BANK_A,deposit,NL,FR,True,identity_theft,0.9359001036666658,True,synthetic_saml
SAML_000563,2024-01-12 17:30:00,1553.0141518012538,USD,SAML_ACC_0095,SAML_ACC_0478,BANK_B,BANK_A,deposit,FR,US,True,wire_fraud,0.9186967915229449,True,synthetic_saml
SAML_000573,2024-01-12 22:30:00,1923.3023131945943,USD,SAML_ACC_0164,SAML_ACC_0049,BANK_B,BANK_B,payment,US,NL,True,phantom_transactions,0.850300954287191,True,synthetic_saml
SAML_000629,2024-01-14 02:30:00,26592.461090309986,USD,SAML_ACC_0155,SAML_ACC_0331,BANK_A,BANK_B,payment,UK,CA,True,smurfing,0.9105487142088567,True,synthetic_saml
SAML_000642,2024-01-14 09:00:00,1773.689815552478,EUR,SAML_ACC_0301,SAML_ACC_0195,BANK_C,BANK_C,withdrawal,DE,CA,True,trade_based,0.5138456484356393,True,synthetic_saml
SAML_000649,2024-01-14 12:30:00,11997.00998285073,USD,SAML_ACC_0209,SAML_ACC_0405,BANK_B,BANK_A,payment,NL,CA,True,smurfing,0.8545297016230419,True,synthetic_saml
SAML_000693,2024-01-15 10:30:00,10217.643030164953,USD,SAML_ACC_0272,SAML_ACC_0376,BANK_B,BANK_B,payment,DE,DE,True,trade_based,0.7432155053244031,True,synthetic_saml
SAML_000702,2024-01-15 15:00:00,728.7367960803965,USD,SAML_ACC_0029,SAML_ACC_0322,BANK_B,BANK_C,deposit,DE,CA,True,smurfing,0.8169790405205315,True,synthetic_saml
SAML_000704,2024-01-15 16:00:00,132.5210701722974,EUR,SAML_ACC_0019,SAML_ACC_0493,BANK_C,BANK_A,payment,US,NL,True,cryptocurrency,0.5815991982486992,True,synthetic_saml
SAML_000707,2024-01-15 17:30:00,99666.84609314176,USD,SAML_ACC_0491,SAML_ACC_0488,BANK_B,BANK_B,deposit,UK,US,True,cryptocurrency,0.7181792421242412,True,synthetic_saml
SAML_000725,2024-01-16 02:30:00,2063.2410018187998,USD,SAML_ACC_0312,SAML_ACC_0154,BANK_C,BANK_B,withdrawal,FR,UK,True,layering,0.6770403168543256,True,synthetic_saml
SAML_000746,2024-01-16 13:00:00,4330.912461584584,USD,SAML_ACC_0093,SAML_ACC_0452,BANK_A,BANK_C,deposit,NL,NL,True,identity_theft,0.5842678835945059,True,synthetic_saml
SAML_000749,2024-01-16 14:30:00,178.87331293532475,USD,SAML_ACC_0204,SAML_ACC_0001,BANK_C,BANK_A,transfer,NL,NL,True,shell_company,0.8204974205173358,True,synthetic_saml
SAML_000753,2024-01-16 16:30:00,24520.961280461346,USD,SAML_ACC_0323,SAML_ACC_0482,BANK_B,BANK_A,payment,FR,CA,True,cash_intensive,0.5673089027811254,True,synthetic_saml
SAML_000787,2024-01-17 09:30:00,7467.8331204075785,GBP,SAML_ACC_0447,SAML_ACC_0057,BANK_C,BANK_B,withdrawal,FR,NL,True,cryptocurrency,0.6414937928234337,True,synthetic_saml
SAML_000811,2024-01-17 21:30:00,1237.115678588713,USD,SAML_ACC_0288,SAML_ACC_0488,BANK_A,BANK_A,deposit,UK,US,True,identity_theft,0.681225191135917,True,synthetic_saml
SAML_000820,2024-01-18 02:00:00,1059.3630389085229,USD,SAML_ACC_0146,SAML_ACC_0074,BANK_A,BANK_B,deposit,NL,UK,True,layering,0.4526094636769446,True,synthetic_saml
SAML_000824,2024-01-18 04:00:00,1222.9178434679072,EUR,SAML_ACC_0134,SAML_ACC_0116,BANK_B,BANK_C,deposit,US,NL,True,shell_company,0.6257822818780551,True,synthetic_saml
SAML_000873,2024-01-19 04:30:00,691.0000665768113,EUR,SAML_ACC_0441,SAML_ACC_0290,BANK_B,BANK_A,withdrawal,UK,UK,True,integration,0.5012972799079863,True,synthetic_saml
SAML_000876,2024-01-19 06:00:00,1058.6792312393861,USD,SAML_ACC_0108,SAML_ACC_0317,BANK_B,BANK_B,withdrawal,CA,US,True,smurfing,0.6762863549246725,True,synthetic_saml
SAML_000911,2024-01-19 23:30:00,4620.696153628521,GBP,SAML_ACC_0216,SAML_ACC_0255,BANK_A,BANK_A,transfer,NL,CA,True,placement,0.787902987723474,True,synthetic_saml
SAML_000932,2024-01-20 10:00:00,164.67473069743653,USD,SAML_ACC_0264,SAML_ACC_0443,BANK_C,BANK_B,withdrawal,US,DE,True,placement,0.9045192024107995,True,synthetic_saml
SAML_000933,2024-01-20 10:30:00,36.68573864501257,USD,SAML_ACC_0183,SAML_ACC_0404,BANK_A,BANK_C,transfer,US,FR,True,cryptocurrency,0.64974872616997,True,synthetic_saml
SAML_000944,2024-01-20 16:00:00,119763.46985696402,USD,SAML_ACC_0308,SAML_ACC_0298,BANK_C,BANK_A,transfer,DE,FR,True,layering,0.39269647086559345,True,synthetic_saml
SAML_000949,2024-01-20 18:30:00,4849.732843720452,USD,SAML_ACC_0087,SAML_ACC_0011,BANK_A,BANK_B,transfer,US,FR,True,integration,0.8963248402354004,True,synthetic_saml
SAML_000963,2024-01-21 01:30:00,12308.034200719023,EUR,SAML_ACC_0058,SAML_ACC_0199,BANK_B,BANK_A,transfer,CA,CA,True,phantom_transactions,0.8079660361406449,True,synthetic_saml
SAML_000964,2024-01-21 02:00:00,2491.221948430174,USD,SAML_ACC_0030,SAML_ACC_0404,BANK_C,BANK_A,transfer,UK,NL,True,shell_company,0.6849132689860657,True,synthetic_saml
SAML_000967,2024-01-21 03:30:00,109303.1906946808,GBP,SAML_ACC_0402,SAML_ACC_0291,BANK_A,BANK_B,transfer,FR,NL,True,smurfing,0.6969901116819727,True,synthetic_saml
SAML_000968,2024-01-21 04:00:00,2750.901895000649,USD,SAML_ACC_0494,SAML_ACC_0108,BANK_B,BANK_A,transfer,NL,NL,True,structuring,0.6096414379412637,True,synthetic_saml
SAML_000972,2024-01-21 06:00:00,16015.096665777774,EUR,SAML_ACC_0154,SAML_ACC_0052,BANK_C,BANK_B,withdrawal,US,US,True,cryptocurrency,0.8023233617247907,True,synthetic_saml
SAML_000976,2024-01-21 08:00:00,1206.3895818739586,USD,SAML_ACC_0321,SAML_ACC_0189,BANK_A,BANK_C,transfer,CA,DE,True,shell_company,0.7493331658433932,True,synthetic_saml
SAML_001006,2024-01-21 23:00:00,17861.207120053554,EUR,SAML_ACC_0288,SAML_ACC_0361,BANK_C,BANK_A,payment,FR,FR,True,smurfing,0.5159753548531437,True,synthetic_saml
SAML_001047,2024-01-22 19:30:00,127.38521518258219,USD,SAML_ACC_0058,SAML_ACC_0211,BANK_C,BANK_B,deposit,NL,CA,True,trade_based,0.6599093827182132,True,synthetic_saml
SAML_001050,2024-01-22 21:00:00,853.098142859875,USD,SAML_ACC_0281,SAML_ACC_0242,BANK_C,BANK_A,transfer,FR,CA,True,wire_fraud,0.6968587411267989,True,synthetic_saml
SAML_001064,2024-01-23 04:00:00,1443.9217340590667,USD,SAML_ACC_0172,SAML_ACC_0336,BANK_A,BANK_C,transfer,DE,US,True,phantom_transactions,0.9059554242894899,True,synthetic_saml
SAML_001077,2024-01-23 10:30:00,1266.1925420509715,GBP,SAML_ACC_0106,SAML_ACC_0027,BANK_C,BANK_B,withdrawal,US,UK,True,placement,0.9018722646808922,True,synthetic_saml
SAML_001085,2024-01-23 14:30:00,7045.069534840889,EUR,SAML_ACC_0153,SAML_ACC_0393,BANK_A,BANK_B,deposit,US,US,True,integration,0.8539921449930657,True,synthetic_saml
SAML_001086,2024-01-23 15:00:00,23401.769264081944,USD,SAML_ACC_0311,SAML_ACC_0404,BANK_A,BANK_B,withdrawal,US,NL,True,phantom_transactions,0.6325660927153365,True,synthetic_saml
SAML_001096,2024-01-23 20:00:00,3488.650906190574,USD,SAML_ACC_0476,SAML_ACC_0030,BANK_B,BANK_C,transfer,CA,NL,True,identity_theft,0.9115600395978773,True,synthetic_saml
SAML_001101,2024-01-23 22:30:00,9.09285775812097,USD,SAML_ACC_0491,SAML_ACC_0213,BANK_A,BANK_C,payment,CA,CA,True,cryptocurrency,0.2573298527557083,True,synthetic_saml
SAML_001112,2024-01-24 04:00:00,16985.842150473345,EUR,SAML_ACC_0076,SAML_ACC_0419,BANK_A,BANK_B,withdrawal,CA,CA,True,identity_theft,0.8727341409669918,True,synthetic_saml
SAML_001121,2024-01-24 08:30:00,32018.22692782595,USD,SAML_ACC_0477,SAML_ACC_0301,BANK_C,BANK_B,withdrawal,FR,NL,True,wire_fraud,0.710102451488421,True,synthetic_saml
SAML_001123,2024-01-24 09:30:00,303.0779928520299,USD,SAML_ACC_0075,SAML_ACC_0002,BANK_C,BANK_C,transfer,NL,DE,True,shell_company,0.8694384050813511,True,synthetic_saml
SAML_001129,2024-01-24 12:30:00,5753.276632428026,USD,SAML_ACC_0274,SAML_ACC_0341,BANK_B,BANK_A,transfer,CA,UK,True,cash_intensive,0.8909932263327047,True,synthetic_saml
SAML_001137,2024-01-24 16:30:00,255.89939263749437,USD,SAML_ACC_0215,SAML_ACC_0023,BANK_B,BANK_B,withdrawal,CA,FR,True,smurfing,0.7329928891446076,True,synthetic_saml
SAML_001141,2024-01-24 18:30:00,46695.992516481565,USD,SAML_ACC_0358,SAML_ACC_0297,BANK_C,BANK_A,withdrawal,DE,UK,True,integration,0.9674422015515831,True,synthetic_saml
SAML_001143,2024-01-24 19:30:00,3832.041262632299,USD,SAML_ACC_0181,SAML_ACC_0313,BANK_C,BANK_A,payment,DE,US,True,smurfing,0.878653784018729,True,synthetic_saml
SAML_001149,2024-01-24 22:30:00,547.8915157350064,EUR,SAML_ACC_0397,SAML_ACC_0085,BANK_A,BANK_B,deposit,DE,NL,True,placement,0.9710221722957424,True,synthetic_saml
SAML_001178,2024-01-25 13:00:00,412.73997149295195,EUR,SAML_ACC_0470,SAML_ACC_0281,BANK_A,BANK_B,transfer,UK,DE,True,trade_based,0.8568563121190993,True,synthetic_saml
SAML_001183,2024-01-25 15:30:00,128.89508678765566,USD,SAML_ACC_0125,SAML_ACC_0391,BANK_C,BANK_B,deposit,FR,NL,True,cash_intensive,0.73023593712676,True,synthetic_saml
SAML_001204,2024-01-26 02:00:00,3286.9657068657843,USD,SAML_ACC_0053,SAML_ACC_0323,BANK_C,BANK_B,payment,FR,UK,True,cash_intensive,0.505110857537682,True,synthetic_saml
SAML_001228,2024-01-26 14:00:00,20491.35222801023,USD,SAML_ACC_0428,SAML_ACC_0341,BANK_A,BANK_C,payment,NL,NL,True,integration,0.6543371982790945,True,synthetic_saml
SAML_001244,2024-01-26 22:00:00,813.5805268257708,EUR,SAML_ACC_0179,SAML_ACC_0384,BANK_B,BANK_A,transfer,CA,FR,True,cash_intensive,0.21327222657906045,True,synthetic_saml
SAML_001310,2024-01-28 07:00:00,2835.4220675112283,USD,SAML_ACC_0362,SAML_ACC_0452,BANK_C,BANK_A,withdrawal,CA,CA,True,placement,0.8364032363141685,True,synthetic_saml
SAML_001323,2024-01-28 13:30:00,7887.253762426839,EUR,SAML_ACC_0274,SAML_ACC_0411,BANK_A,BANK_B,payment,NL,FR,True,integration,0.7096936592108756,True,synthetic_saml
SAML_001329,2024-01-28 16:30:00,9895.718422431191,USD,SAML_ACC_0256,SAML_ACC_0398,BANK_B,BANK_C,transfer,CA,DE,True,structuring,0.8087947752497066,True,synthetic_saml
SAML_001346,2024-01-29 01:00:00,18.03217622576993,EUR,SAML_ACC_0259,SAML_ACC_0132,BANK_B,BANK_B,payment,FR,US,True,smurfing,0.7338439547941205,True,synthetic_saml
SAML_001368,2024-01-29 12:00:00,1228.3603344378264,USD,SAML_ACC_0012,SAML_ACC_0340,BANK_B,BANK_C,transfer,CA,NL,True,wire_fraud,0.5176003928155855,True,synthetic_saml
SAML_001403,2024-01-30 05:30:00,12555.40615753573,USD,SAML_ACC_0457,SAML_ACC_0413,BANK_C,BANK_B,payment,FR,NL,True,layering,0.8054427274689573,True,synthetic_saml
SAML_001419,2024-01-30 13:30:00,8231.071771394863,EUR,SAML_ACC_0450,SAML_ACC_0296,BANK_B,BANK_C,payment,FR,NL,True,smurfing,0.46226971965519187,True,synthetic_saml
SAML_001424,2024-01-30 16:00:00,368.84688493755203,EUR,SAML_ACC_0369,SAML_ACC_0348,BANK_C,BANK_C,payment,UK,NL,True,placement,0.6705553457557902,True,synthetic_saml
SAML_001425,2024-01-30 16:30:00,58.39830241924008,USD,SAML_ACC_0402,SAML_ACC_0207,BANK_C,BANK_B,payment,NL,NL,True,identity_theft,0.7110643272550647,True,synthetic_saml
SAML_001444,2024-01-31 02:00:00,6630.1048895869235,USD,SAML_ACC_0151,SAML_ACC_0442,BANK_A,BANK_C,payment,US,DE,True,identity_theft,0.6975247241948546,True,synthetic_saml
SAML_001453,2024-01-31 06:30:00,542186.99403269,USD,SAML_ACC_0040,SAML_ACC_0405,BANK_B,BANK_C,withdrawal,FR,CA,True,cash_intensive,0.7151500086351501,True,synthetic_saml
SAML_001472,2024-01-31 16:00:00,2280.0796753210534,USD,SAML_ACC_0302,SAML_ACC_0334,BANK_A,BANK_B,withdrawal,FR,FR,True,wire_fraud,0.9147848368462522,True,synthetic_saml
SAML_001479,2024-01-31 19:30:00,1242.7518074300672,USD,SAML_ACC_0375,SAML_ACC_0248,BANK_A,BANK_A,deposit,DE,DE,True,cash_intensive,0.7288347789990546,True,synthetic_saml
SAML_001482,2024-01-31 21:00:00,94270.88784626331,CAD,SAML_ACC_0437,SAML_ACC_0137,BANK_A,BANK_C,deposit,US,US,True,identity_theft,0.9044291699547264,True,synthetic_saml
SAML_001505,2024-02-01 08:30:00,1204.1676993518588,USD,SAML_ACC_0292,SAML_ACC_0324,BANK_A,BANK_B,withdrawal,UK,US,True,cash_intensive,0.20043578201359225,True,synthetic_saml
SAML_001512,2024-02-01 12:00:00,710.774598248776,USD,SAML_ACC_0480,SAML_ACC_0429,BANK_A,BANK_A,deposit,FR,CA,True,layering,0.8544473242381869,True,synthetic_saml
SAML_001514,2024-02-01 13:00:00,2526.62229461126,USD,SAML_ACC_0054,SAML_ACC_0175,BANK_C,BANK_B,transfer,CA,NL,True,shell_company,0.8137819745541078,True,synthetic_saml
SAML_001515,2024-02-01 13:30:00,2336.7234293657925,EUR,SAML_ACC_0175,SAML_ACC_0194,BANK_C,BANK_C,transfer,NL,NL,True,phantom_transactions,0.8122673675906096,True,synthetic_saml
SAML_001543,2024-02-02 03:30:00,1194.8877021187272,USD,SAML_ACC_0099,SAML_ACC_0275,BANK_B,BANK_B,payment,CA,US,True,placement,0.47807506286247164,True,synthetic_saml
SAML_001566,2024-02-02 15:00:00,3408.342679701166,USD,SAML_ACC_0394,SAML_ACC_0102,BANK_A,BANK_A,transfer,NL,US,True,phantom_transactions,0.539957619665401,True,synthetic_saml
SAML_001567,2024-02-02 15:30:00,8365.558984599576,GBP,SAML_ACC_0301,SAML_ACC_0094,BANK_C,BANK_A,deposit,CA,FR,True,wire_fraud,0.4364541709233945,True,synthetic_saml
SAML_001615,2024-02-03 15:30:00,1769513.3720241208,USD,SAML_ACC_0131,SAML_ACC_0418,BANK_A,BANK_C,transfer,NL,CA,True,cash_intensive,0.5519550964082637,True,synthetic_saml
SAML_001616,2024-02-03 16:00:00,5418.128917893481,EUR,SAML_ACC_0270,SAML_ACC_0451,BANK_A,BANK_A,deposit,US,FR,True,identity_theft,0.6901950946618477,True,synthetic_saml
SAML_001618,2024-02-03 17:00:00,1270.6512046317182,GBP,SAML_ACC_0302,SAML_ACC_0370,BANK_A,BANK_A,payment,DE,DE,True,wire_fraud,0.9700347945893497,True,synthetic_saml
SAML_001633,2024-02-04 00:30:00,23386.67360746476,GBP,SAML_ACC_0056,SAML_ACC_0119,BANK_B,BANK_A,transfer,CA,DE,True,trade_based,0.6706138154826897,True,synthetic_saml
SAML_001636,2024-02-04 02:00:00,441.31320611147805,USD,SAML_ACC_0048,SAML_ACC_0358,BANK_A,BANK_B,deposit,DE,UK,True,integration,0.7617619833041558,True,synthetic_saml
SAML_001638,2024-02-04 03:00:00,184434.5318344923,USD,SAML_ACC_0474,SAML_ACC_0338,BANK_A,BANK_C,deposit,DE,US,True,cryptocurrency,0.5646921008767188,True,synthetic_saml
SAML_001641,2024-02-04 04:30:00,50233.68571559467,EUR,SAML_ACC_0428,SAML_ACC_0237,BANK_C,BANK_B,withdrawal,US,CA,True,integration,0.6840882051041294,True,synthetic_saml
SAML_001652,2024-02-04 10:00:00,4397.399415123026,EUR,SAML_ACC_0214,SAML_ACC_0126,BANK_C,BANK_C,payment,US,CA,True,phantom_transactions,0.7489343672954507,True,synthetic_saml
SAML_001656,2024-02-04 12:00:00,4175.2184218999355,USD,SAML_ACC_0293,SAML_ACC_0064,BANK_B,BANK_B,payment,CA,CA,True,cash_intensive,0.6079802838903604,True,synthetic_saml
SAML_001679,2024-02-04 23:30:00,1257.347188567513,EUR,SAML_ACC_0448,SAML_ACC_0175,BANK_A,BANK_A,transfer,FR,US,True,trade_based,0.8255397398140653,True,synthetic_saml
