transaction_id,timestamp,amount,currency,originator_account,beneficiary_account,originator_bank,beneficiary_bank,transaction_type,originator_country,beneficiary_country,is_laundering,typology,risk_score,alert_flag,dataset_source
SAML_000023,2024-01-01 11:30:00,172.51836,EUR,SAML_ACC_0309,SAML_ACC_0403,BANK_C,BANK_C,transfer,US,FR,False,shell_company,0.29547572,False,synthetic_saml
SAML_000024,2024-01-01 12:00:00,1003.48535,USD,SAML_ACC_0445,SAML_ACC_0424,BANK_C,BANK_C,transfer,DE,US,False,smurfing,0.08699978,False,synthetic_saml
SAML_000025,2024-01-01 12:30:00,3721.3625,USD,SAML_ACC_0310,SAML_ACC_0258,BANK_C,BANK_C,withdrawal,US,UK,True,wire_fraud,0.41289172,True,synthetic_saml
SAML_000026,2024-01-01 13:00:00,298.2741,USD,SAML_ACC_0165,SAML_ACC_0467,BANK_B,BANK_C,withdrawal,CA,UK,False,cash_intensive,0.5900285,False,synthetic_saml
SAML_000027,2024-01-01 13:30:00,6319.5044,USD,SAML_ACC_0193,SAML_ACC_0065,BANK_B,BANK_C,transfer,NL,CA,False,cash_intensive,0.3914506,False,synthetic_saml
SAML_000028,2024-01-01 14:00:00,896.7011,USD,SAML_ACC_0426,SAML_ACC_0190,BANK_B,BANK_C,withdrawal,DE,FR,False,identity_theft,0.20266107,False,synthetic_saml
SAML_000029,2024-01-01 14:30:00,1663.3893,USD,SAML_ACC_0305,SAML_ACC_0091,BANK_C,BANK_C,deposit,FR,CA,False,cash_intensive,0.28664014,False,synthetic_saml
SAML_000030,2024-01-01 15:00:00,894.78796,USD,SAML_ACC_0260,SAML_ACC_0438,BANK_B,BANK_B,deposit,DE,FR,False,phantom_transactions,0.26676244,False,synthetic_saml
SAML_000031,2024-01-01 15:30:00,121122.336,USD,SAML_ACC_0192,SAML_ACC_0173,BANK_C,BANK_A,transfer,DE,US,False,wire_fraud,0.097814165,True,synthetic_saml
SAML_000032,2024-01-01 16:00:00,2901.5652,USD,SAML_ACC_0079,SAML_ACC_0247,BANK_A,BANK_A,transfer,DE,US,False,trade_based,0.20259969,False,synthetic_saml
SAML_000033,2024-01-01 16:30:00,359.4511,GBP,SAML_ACC_0179,SAML_ACC_0256,BANK_B,BANK_A,withdrawal,DE,DE,False,layering,0.14584215,False,synthetic_saml
SAML_000034,2024-01-01 17:00:00,15445.76,EUR,SAML_ACC_0091,SAML_ACC_0116,BANK_B,BANK_C,withdrawal,NL,FR,False,cash_intensive,0.16533098,True,synthetic_saml
SAML_000035,2024-01-01 17:30:00,259.3848,USD,SAML_ACC_0456,SAML_ACC_0049,BANK_C,BANK_A,payment,DE,FR,False,wire_fraud,0.29106334,False,synthetic_saml
SAML_000036,2024-01-01 18:00:00,4526.6035,CAD,SAML_ACC_0444,SAML_ACC_0227,BANK_B,BANK_C,deposit,CA,UK,False,placement,0.25799567,False,synthetic_saml
SAML_000037,2024-01-01 18:30:00,59.184505,CAD,SAML_ACC_0215,SAML_ACC_0489,BANK_B,BANK_B,transfer,DE,UK,False,cryptocurrency,0.15638182,True,synthetic_saml
SAML_000038,2024-01-01 19:00:00,209.27055,USD,SAML_ACC_0079,SAML_ACC_0069,BANK_C,BANK_A,transfer,NL,CA,False,cryptocurrency,0.78318906,False,synthetic_saml
SAML_000039,2024-01-01 19:30:00,4419.238,USD,SAML_ACC_0475,SAML_ACC_0422,BANK_C,BANK_B,transfer,CA,DE,False,trade_based,0.25002688,True,synthetic_saml
SAML_000040,2024-01-01 20:00:00,13055.087,EUR,SAML_ACC_0415,SAML_ACC_0388,BANK_C,BANK_B,transfer,DE,US,False,wire_fraud,0.43346477,False,synthetic_saml
SAML_000041,2024-01-01 20:30:00,4199.5664,GBP,SAML_ACC_0103,SAML_ACC_0401,BANK_A,BANK_C,payment,DE,FR,False,trade_based,0.51963955,False,synthetic_saml
SAML_000042,2024-01-01 21:00:00,2365.4023,CAD,SAML_ACC_0111,SAML_ACC_0126,BANK_C,BANK_A,deposit,CA,CA,False,trade_based,0.2688341,False,synthetic_saml
SAML_000043,2024-01-01 21:30:00,1632.3772,GBP,SAML_ACC_0456,SAML_ACC_0437,BANK_B,BANK_B,payment,DE,DE,False,identity_theft,0.113397956,False,synthetic_saml
SAML_000044,2024-01-01 22:00:00,154.9273,EUR,SAML_ACC_0478,SAML_ACC_0213,BANK_A,BANK_A,deposit,NL,UK,False,structuring,0.20532237,False,synthetic_saml
SAML_000045,2024-01-01 22:30:00,706.4918,USD,SAML_ACC_0314,SAML_ACC_0053,BANK_C,BANK_B,transfer,UK,DE,False,placement,0.4123681,False,synthetic_saml
SAML_000046,2024-01-01 23:00:00,1186.4518,USD,SAML_ACC_0247,SAML_ACC_0112,BANK_A,BANK_B,deposit,DE,CA,False,placement,0.12557606,False,synthetic_saml
SAML_000047,2024-01-01 23:30:00,24692.244,USD,SAML_ACC_0234,SAML_ACC_0159,BANK_A,BANK_C,transfer,FR,US,False,placement,0.07602698,False,synthetic_saml
SAML_000048,2024-01-02 00:00:00,5926.7812,USD,SAML_ACC_0082,SAML_ACC_0240,BANK_B,BANK_A,payment,CA,UK,False,smurfing,0.43792108,True,synthetic_saml
SAML_000049,2024-01-02 00:30:00,87.69981,EUR,SAML_ACC_0132,SAML_ACC_0150,BANK_A,BANK_C,deposit,NL,NL,False,shell_company,0.13610537,False,synthetic_saml
SAML_000050,2024-01-02 01:00:00,5699.695,USD,SAML_ACC_0495,SAML_ACC_0139,BANK_C,BANK_C,withdrawal,DE,UK,False,placement,0.5668246,True,synthetic_saml
SAML_000051,2024-01-02 01:30:00,1379.9954,EUR,SAML_ACC_0235,SAML_ACC_0418,BANK_A,BANK_C,deposit,DE,US,False,placement,0.11360558,False,synthetic_saml
SAML_000052,2024-01-02 02:00:00,769.81946,USD,SAML_ACC_0278,SAML_ACC_0113,BANK_A,BANK_C,transfer,CA,UK,False,phantom_transactions,0.39575848,False,synthetic_saml
SAML_000053,2024-01-02 02:30:00,10130.973,USD,SAML_ACC_0387,SAML_ACC_0143,BANK_B,BANK_C,withdrawal,US,CA,False,identity_theft,0.25460917,False,synthetic_saml
SAML_000054,2024-01-02 03:00:00,23435.309,USD,SAML_ACC_0335,SAML_ACC_0370,BANK_B,BANK_B,transfer,NL,UK,False,phantom_transactions,0.20308207,True,synthetic_saml
SAML_000055,2024-01-02 03:30:00,19197.979,USD,SAML_ACC_0099,SAML_ACC_0138,BANK_C,BANK_A,withdrawal,NL,FR,False,trade_based,0.3043077,True,synthetic_saml
SAML_000056,2024-01-02 04:00:00,556.4431,EUR,SAML_ACC_0431,SAML_ACC_0486,BANK_B,BANK_A,withdrawal,UK,DE,False,identity_theft,0.15732259,True,synthetic_saml
SAML_000057,2024-01-02 04:30:00,1606.1178,EUR,SAML_ACC_0038,SAML_ACC_0480,BANK_C,BANK_C,deposit,UK,CA,False,layering,0.19404007,True,synthetic_saml
SAML_000058,2024-01-02 05:00:00,5782.127,CAD,SAML_ACC_0161,SAML_ACC_0437,BANK_C,BANK_A,deposit,DE,US,True,layering,0.49927357,True,synthetic_saml
SAML_000059,2024-01-02 05:30:00,20975.078,USD,SAML_ACC_0462,SAML_ACC_0304,BANK_B,BANK_B,withdrawal,CA,CA,False,phantom_transactions,0.2344996,False,synthetic_saml
SAML_000060,2024-01-02 06:00:00,1143.2742,USD,SAML_ACC_0432,SAML_ACC_0031,BANK_A,BANK_C,withdrawal,FR,FR,False,shell_company,0.11911831,False,synthetic_saml
SAML_000061,2024-01-02 06:30:00,2056.3381,USD,SAML_ACC_0449,SAML_ACC_0293,BANK_B,BANK_B,withdrawal,DE,UK,False,cryptocurrency,0.09822824,False,synthetic_saml
SAML_000062,2024-01-02 07:00:00,326.14108,USD,SAML_ACC_0117,SAML_ACC_0108,BANK_A,BANK_B,transfer,UK,UK,False,cash_intensive,0.23447122,False,synthetic_saml
SAML_000063,2024-01-02 07:30:00,272.48587,GBP,SAML_ACC_0241,SAML_ACC_0284,BANK_A,BANK_C,deposit,DE,NL,False,layering,0.027273646,True,synthetic_saml
SAML_000064,2024-01-02 08:00:00,15139.336,EUR,SAML_ACC_0026,SAML_ACC_0159,BANK_C,BANK_B,transfer,CA,CA,False,shell_company,0.34382454,False,synthetic_saml
SAML_000065,2024-01-02 08:30:00,44912.887,GBP,SAML_ACC_0136,SAML_ACC_0326,BANK_C,BANK_C,deposit,NL,UK,False,smurfing,0.5753047,False,synthetic_saml
SAML_000066,2024-01-02 09:00:00,2581.1228,USD,SAML_ACC_0050,SAML_ACC_0014,BANK_B,BANK_B,payment,NL,UK,False,identity_theft,0.31200275,True,synthetic_saml
SAML_000067,2024-01-02 09:30:00,22182.652,GBP,SAML_ACC_0464,SAML_ACC_0122,BANK_A,BANK_A,transfer,NL,FR,True,wire_fraud,0.74821216,True,synthetic_saml
SAML_000068,2024-01-02 10:00:00,6144.2505,USD,SAML_ACC_0294,SAML_ACC_0215,BANK_B,BANK_A,deposit,NL,US,False,phantom_transactions,0.17865065,False,synthetic_saml
SAML_000069,2024-01-02 10:30:00,820.37415,GBP,SAML_ACC_0394,SAML_ACC_0272,BANK_C,BANK_A,withdrawal,FR,NL,False,structuring,0.05867573,False,synthetic_saml
SAML_000070,2024-01-02 11:00:00,6141.297,USD,SAML_ACC_0298,SAML_ACC_0025,BANK_A,BANK_C,withdrawal,US,NL,False,phantom_transactions,0.2944196,False,synthetic_saml
SAML_000071,2024-01-02 11:30:00,64606.684,USD,SAML_ACC_0293,SAML_ACC_0423,BANK_B,BANK_B,deposit,FR,NL,False,wire_fraud,0.13942313,False,synthetic_saml
SAML_000072,2024-01-02 12:00:00,2774.8389,USD,SAML_ACC_0154,SAML_ACC_0322,BANK_B,BANK_B,withdrawal,DE,DE,False,structuring,0.22332941,True,synthetic_saml
SAML_000073,2024-01-02 12:30:00,68137.8,CAD,SAML_ACC_0220,SAML_ACC_0294,BANK_C,BANK_A,withdrawal,UK,CA,False,structuring,0.20668255,False,synthetic_saml
SAML_000074,2024-01-02 13:00:00,15.807899,USD,SAML_ACC_0140,SAML_ACC_0169,BANK_C,BANK_A,payment,CA,US,False,cryptocurrency,0.29388413,False,synthetic_saml
SAML_000075,2024-01-02 13:30:00,15425.928,USD,SAML_ACC_0468,SAML_ACC_0103,BANK_C,BANK_C,payment,DE,DE,False,shell_company,0.31086195,False,synthetic_saml
SAML_000076,2024-01-02 14:00:00,3547.8396,GBP,SAML_ACC_0049,SAML_ACC_0354,BANK_C,BANK_C,payment,US,US,False,shell_company,0.3865191,False,synthetic_saml
SAML_000077,2024-01-02 14:30:00,1639.2356,USD,SAML_ACC_0142,SAML_ACC_0371,BANK_B,BANK_B,transfer,CA,CA,False,structuring,0.16581489,False,synthetic_saml
SAML_000078,2024-01-02 15:00:00,3581.4448,USD,SAML_ACC_0046,SAML_ACC_0040,BANK_C,BANK_C,payment,CA,NL,False,cryptocurrency,0.19169694,False,synthetic_saml
SAML_000079,2024-01-02 15:30:00,55.972595,USD,SAML_ACC_0163,SAML_ACC_0235,BANK_C,BANK_C,payment,CA,FR,False,cash_intensive,0.30219272,False,synthetic_saml
SAML_000080,2024-01-02 16:00:00,1921.1058,USD,SAML_ACC_0285,SAML_ACC_0320,BANK_B,BANK_C,payment,DE,FR,False,wire_fraud,0.19144973,False,synthetic_saml
SAML_000081,2024-01-02 16:30:00,6088.9146,CAD,SAML_ACC_0268,SAML_ACC_0089,BANK_B,BANK_A,deposit,US,FR,False,structuring,0.15525492,False,synthetic_saml
SAML_000082,2024-01-02 17:00:00,57284.656,EUR,SAML_ACC_0116,SAML_ACC_0100,BANK_A,BANK_A,withdrawal,DE,US,False,trade_based,0.42511132,True,synthetic_saml
SAML_000083,2024-01-02 17:30:00,1057.285,USD,SAML_ACC_0082,SAML_ACC_0144,BANK_B,BANK_B,deposit,CA,CA,False,structuring,0.5325373,False,synthetic_saml
SAML_000084,2024-01-02 18:00:00,591.7077,CAD,SAML_ACC_0044,SAML_ACC_0082,BANK_A,BANK_C,payment,CA,UK,False,placement,0.09693972,False,synthetic_saml
SAML_000085,2024-01-02 18:30:00,1092.7863,USD,SAML_ACC_0194,SAML_ACC_0077,BANK_C,BANK_A,transfer,UK,UK,False,smurfing,0.06540418,False,synthetic_saml
SAML_000086,2024-01-02 19:00:00,18597.906,USD,SAML_ACC_0258,SAML_ACC_0059,BANK_A,BANK_C,deposit,FR,FR,False,wire_fraud,0.22633524,False,synthetic_saml
SAML_000087,2024-01-02 19:30:00,5753.1465,USD,SAML_ACC_0443,SAML_ACC_0229,BANK_A,BANK_B,payment,DE,US,False,identity_theft,0.23107672,True,synthetic_saml
SAML_000088,2024-01-02 20:00:00,1033.2656,USD,SAML_ACC_0273,SAML_ACC_0091,BANK_C,BANK_C,transfer,US,UK,False,integration,0.3602092,False,synthetic_saml
SAML_000089,2024-01-02 20:30:00,8320.977,USD,SAML_ACC_0394,SAML_ACC_0354,BANK_C,BANK_B,transfer,CA,US,False,placement,0.015961487,False,synthetic_saml
SAML_000090,2024-01-02 21:00:00,3619.7314,CAD,SAML_ACC_0274,SAML_ACC_0395,BANK_C,BANK_B,transfer,DE,CA,False,layering,0.10043765,False,synthetic_saml
SAML_000091,2024-01-02 21:30:00,20687.604,EUR,SAML_ACC_0278,SAML_ACC_0001,BANK_A,BANK_A,withdrawal,FR,FR,True,layering,0.7494543,True,synthetic_saml
SAML_000092,2024-01-02 22:00:00,732.08295,USD,SAML_ACC_0083,SAML_ACC_0269,BANK_B,BANK_C,transfer,DE,DE,False,cash_intensive,0.28571048,False,synthetic_saml
SAML_000093,2024-01-02 22:30:00,1547.9329,USD,SAML_ACC_0058,SAML_ACC_0286,BANK_B,BANK_A,payment,FR,FR,False,structuring,0.37727058,False,synthetic_saml
SAML_000094,2024-01-02 23:00:00,1360.7396,EUR,SAML_ACC_0053,SAML_ACC_0197,BANK_B,BANK_C,deposit,DE,DE,False,integration,0.08346749,False,synthetic_saml
SAML_000095,2024-01-02 23:30:00,159.6478,CAD,SAML_ACC_0001,SAML_ACC_0274,BANK_C,BANK_C,deposit,UK,UK,False,structuring,0.15142539,False,synthetic_saml
SAML_000096,2024-01-03 00:00:00,5389.676,GBP,SAML_ACC_0216,SAML_ACC_0078,BANK_C,BANK_B,payment,DE,NL,False,wire_fraud,0.120440856,False,synthetic_saml
SAML_000097,2024-01-03 00:30:00,5024.6475,USD,SAML_ACC_0317,SAML_ACC_0141,BANK_B,BANK_B,withdrawal,NL,DE,False,placement,0.59743303,False,synthetic_saml
SAML_000098,2024-01-03 01:00:00,3011.6003,EUR,SAML_ACC_0228,SAML_ACC_0288,BANK_C,BANK_C,withdrawal,UK,NL,False,placement,0.058549006,False,synthetic_saml
SAML_000099,2024-01-03 01:30:00,1864.6445,USD,SAML_ACC_0473,SAML_ACC_0071,BANK_A,BANK_A,transfer,FR,US,False,smurfing,0.040330302,False,synthetic_saml
SAML_000100,2024-01-03 02:00:00,175.78445,USD,SAML_ACC_0484,SAML_ACC_0456,BANK_A,BANK_B,payment,CA,NL,False,shell_company,0.23046881,False,synthetic_saml
SAML_000101,2024-01-03 02:30:00,1285.2511,USD,SAML_ACC_0254,SAML_ACC_0050,BANK_C,BANK_B,transfer,CA,DE,False,cryptocurrency,0.094308205,False,synthetic_saml
SAML_000102,2024-01-03 03:00:00,1502.0272,USD,SAML_ACC_0159,SAML_ACC_0455,BANK_B,BANK_C,transfer,DE,UK,True,shell_company,0.8420607,True,synthetic_saml
SAML_000103,2024-01-03 03:30:00,599.11017,USD,SAML_ACC_0287,SAML_ACC_0372,BANK_B,BANK_C,payment,US,UK,False,identity_theft,0.32976186,False,synthetic_saml
SAML_000104,2024-01-03 04:00:00,2159.0608,USD,SAML_ACC_0066,SAML_ACC_0369,BANK_A,BANK_B,withdrawal,DE,FR,False,smurfing,0.21737988,True,synthetic_saml
SAML_000105,2024-01-03 04:30:00,6688.211,USD,SAML_ACC_0403,SAML_ACC_0080,BANK_C,BANK_A,withdrawal,UK,UK,False,integration,0.5251212,False,synthetic_saml
SAML_000106,2024-01-03 05:00:00,129621.22,EUR,SAML_ACC_0309,SAML_ACC_0235,BANK_B,BANK_B,deposit,UK,US,False,cash_intensive,0.25545633,False,synthetic_saml
SAML_000107,2024-01-03 05:30:00,4226.6104,USD,SAML_ACC_0460,SAML_ACC_0287,BANK_B,BANK_C,payment,FR,DE,False,phantom_transactions,0.1998371,False,synthetic_saml
SAML_000108,2024-01-03 06:00:00,4989.549,USD,SAML_ACC_0458,SAML_ACC_0307,BANK_C,BANK_B,transfer,DE,CA,False,shell_company,0.4997706,False,synthetic_saml
SAML_000109,2024-01-03 06:30:00,2568.579,USD,SAML_ACC_0095,SAML_ACC_0155,BANK_C,BANK_C,payment,FR,UK,True,structuring,0.9309986,True,synthetic_saml
SAML_000110,2024-01-03 07:00:00,64.22918,CAD,SAML_ACC_0493,SAML_ACC_0060,BANK_B,BANK_B,transfer,US,NL,False,placement,0.1506634,False,synthetic_saml
SAML_000111,2024-01-03 07:30:00,2827.0024,USD,SAML_ACC_0253,SAML_ACC_0033,BANK_C,BANK_C,deposit,CA,DE,False,integration,0.14228931,False,synthetic_saml
SAML_000112,2024-01-03 08:00:00,3362.5686,USD,SAML_ACC_0150,SAML_ACC_0437,BANK_C,BANK_C,deposit,CA,FR,False,identity_theft,0.5212734,True,synthetic_saml
SAML_000113,2024-01-03 08:30:00,411055.78,USD,SAML_ACC_0023,SAML_ACC_0127,BANK_C,BANK_A,deposit,DE,CA,True,cash_intensive,0.49860758,True,synthetic_saml
SAML_000114,2024-01-03 09:00:00,2028.9589,GBP,SAML_ACC_0244,SAML_ACC_0221,BANK_B,BANK_C,deposit,FR,FR,False,layering,0.3178625,False,synthetic_saml
SAML_000115,2024-01-03 09:30:00,5448.495,CAD,SAML_ACC_0215,SAML_ACC_0200,BANK_A,BANK_B,transfer,FR,US,False,cryptocurrency,0.22600313,False,synthetic_saml
SAML_000116,2024-01-03 10:00:00,2781.0295,USD,SAML_ACC_0399,SAML_ACC_0417,BANK_C,BANK_C,withdrawal,US,FR,False,structuring,0.06963738,False,synthetic_saml
SAML_000117,2024-01-03 10:30:00,287.90884,USD,SAML_ACC_0410,SAML_ACC_0126,BANK_B,BANK_B,transfer,FR,DE,False,shell_company,0.2700411,False,synthetic_saml
SAML_000118,2024-01-03 11:00:00,29308.875,CAD,SAML_ACC_0131,SAML_ACC_0041,BANK_A,BANK_A,deposit,NL,CA,False,wire_fraud,0.20081407,False,synthetic_saml
SAML_000119,2024-01-03 11:30:00,13411.477,USD,SAML_ACC_0343,SAML_ACC_0275,BANK_B,BANK_B,withdrawal,NL,FR,False,phantom_transactions,0.12465819,False,synthetic_saml
SAML_000120,2024-01-03 12:00:00,14502.319,EUR,SAML_ACC_0148,SAML_ACC_0469,BANK_B,BANK_A,payment,UK,FR,True,shell_company,0.98110527,True,synthetic_saml
SAML_000121,2024-01-03 12:30:00,483.584,USD,SAML_ACC_0381,SAML_ACC_0297,BANK_B,BANK_A,transfer,NL,NL,False,phantom_transactions,0.18026192,False,synthetic_saml
SAML_000122,2024-01-03 13:00:00,49295.527,USD,SAML_ACC_0109,SAML_ACC_0085,BANK_A,BANK_C,payment,NL,NL,False,cash_intensive,0.11008094,True,synthetic_saml
SAML_000123,2024-01-03 13:30:00,180.60239,USD,SAML_ACC_0040,SAML_ACC_0089,BANK_B,BANK_A,deposit,UK,US,False,shell_company,0.3479255,False,synthetic_saml
SAML_000124,2024-01-03 14:00:00,9640.364,USD,SAML_ACC_0121,SAML_ACC_0042,BANK_A,BANK_B,payment,NL,DE,False,identity_theft,0.25081876,False,synthetic_saml
SAML_000125,2024-01-03 14:30:00,238210.8,EUR,SAML_ACC_0295,SAML_ACC_0120,BANK_C,BANK_A,withdrawal,NL,FR,True,structuring,0.5369957,True,synthetic_saml
SAML_000126,2024-01-03 15:00:00,411.13736,CAD,SAML_ACC_0120,SAML_ACC_0279,BANK_A,BANK_A,withdrawal,UK,DE,False,phantom_transactions,0.16702431,True,synthetic_saml
SAML_000127,2024-01-03 15:30:00,960.4525,USD,SAML_ACC_0456,SAML_ACC_0459,BANK_B,BANK_C,withdrawal,DE,UK,False,shell_company,0.25084957,False,synthetic_saml
SAML_000128,2024-01-03 16:00:00,3638.4124,GBP,SAML_ACC_0018,SAML_ACC_0033,BANK_A,BANK_B,transfer,UK,US,False,smurfing,0.37714013,False,synthetic_saml
SAML_000129,2024-01-03 16:30:00,1089.0365,USD,SAML_ACC_0169,SAML_ACC_0276,BANK_B,BANK_A,payment,UK,NL,False,phantom_transactions,0.39879268,False,synthetic_saml
SAML_000130,2024-01-03 17:00:00,134.11171,USD,SAML_ACC_0198,SAML_ACC_0153,BANK_C,BANK_C,payment,NL,US,False,wire_fraud,0.044266567,False,synthetic_saml
SAML_000131,2024-01-03 17:30:00,3419.0771,USD,SAML_ACC_0411,SAML_ACC_0090,BANK_A,BANK_C,payment,CA,US,False,shell_company,0.26056805,False,synthetic_saml
SAML_000132,2024-01-03 18:00:00,356.16446,CAD,SAML_ACC_0484,SAML_ACC_0104,BANK_C,BANK_B,deposit,NL,DE,False,integration,0.4270766,False,synthetic_saml
SAML_000133,2024-01-03 18:30:00,7686.2236,EUR,SAML_ACC_0143,SAML_ACC_0436,BANK_A,BANK_C,transfer,DE,NL,False,wire_fraud,0.41604513,False,synthetic_saml
SAML_000134,2024-01-03 19:00:00,473.97354,EUR,SAML_ACC_0037,SAML_ACC_0012,BANK_B,BANK_A,transfer,UK,NL,False,identity_theft,0.0779389,False,synthetic_saml
SAML_000135,2024-01-03 19:30:00,66162.48,GBP,SAML_ACC_0186,SAML_ACC_0160,BANK_A,BANK_C,payment,US,FR,False,shell_company,0.6270475,False,synthetic_saml
SAML_000136,2024-01-03 20:00:00,622.34424,EUR,SAML_ACC_0261,SAML_ACC_0417,BANK_C,BANK_B,transfer,UK,FR,False,shell_company,0.292805,False,synthetic_saml
SAML_000137,2024-01-03 20:30:00,1565.3691,CAD,SAML_ACC_0231,SAML_ACC_0458,BANK_A,BANK_B,payment,DE,DE,True,layering,0.66993254,True,synthetic_saml
SAML_000138,2024-01-03 21:00:00,15169.384,EUR,SAML_ACC_0254,SAML_ACC_0196,BANK_C,BANK_C,payment,FR,DE,False,cash_intensive,0.56137717,False,synthetic_saml
SAML_000139,2024-01-03 21:30:00,254.23813,CAD,SAML_ACC_0329,SAML_ACC_0399,BANK_C,BANK_A,payment,NL,UK,False,shell_company,0.39435935,False,synthetic_saml
SAML_000140,2024-01-03 22:00:00,4698.1304,USD,SAML_ACC_0391,SAML_ACC_0307,BANK_B,BANK_C,withdrawal,CA,CA,False,cryptocurrency,0.39002755,False,synthetic_saml
SAML_000141,2024-01-03 22:30:00,40712.3,USD,SAML_ACC_0297,SAML_ACC_0262,BANK_A,BANK_B,deposit,CA,CA,False,phantom_transactions,0.31842235,False,synthetic_saml
SAML_000142,2024-01-03 23:00:00,119.705376,USD,SAML_ACC_0468,SAML_ACC_0091,BANK_C,BANK_C,transfer,NL,US,False,structuring,0.3325131,False,synthetic_saml
